pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.53,43.5,26.5,171.4,1.81,0.69,Tinli,Celtik
6.74,64.7,35.6,207.5,2.46,0.38,KumluTinli,Greyfurt
5.65,49.1,38.5,238.7,2.88,0.36,KumluTinli,Cay
7.38,55.9,47.0,220.6,2.65,0.47,AgirKilli,Kenevir
6.6,43.9,40.2,242.5,3.13,0.3,Tinli,Ayva
5.97,66.1,37.3,296.6,2.75,0.3,KilliTinli,Kiraz
7.19,73.3,36.9,264.6,2.82,0.21,KilliTinli,AdaCayi
7.21,25.0,32.4,225.0,1.69,0.61,Killi,Bezelye
6.99,49.9,32.1,207.9,2.96,0.24,KumluTinli,Nane
7.27,35.3,29.6,162.3,2.05,0.79,MilliTinli,Mercimek
6.85,57.0,28.5,307.5,2.28,0.6,Killi,Pamuk
6.45,62.0,23.5,183.8,3.45,0.2,Tinli,Elma
6.78,92.8,46.6,309.8,2.76,0.42,KumluTinli,Maydanoz
7.05,77.9,40.8,266.2,3.53,0.23,Tinli,Zeytin
6.65,52.1,35.9,283.5,3.02,0.18,KilliTinli,Nar
7.01,104.0,37.2,327.6,3.02,0.33,MilliTinli,Kavun
6.67,70.2,49.5,279.5,4.48,0.33,MilliTinli,Kereviz
7.86,83.1,44.9,318.0,3.09,0.77,Tinli,Tütün
6.89,43.8,28.7,211.5,2.9,0.37,Tinli,Zeytin
6.37,64.1,42.2,237.3,3.52,0.31,KilliTinli,Elma
7.58,81.2,28.5,254.0,2.55,0.45,AgirKilli,Kenevir
7.18,69.5,44.3,288.0,2.16,0.34,Tinli,Lavanta
7.66,39.3,15.1,164.6,2.16,1.01,MilliTinli,Yulaf
6.86,78.3,58.6,294.6,2.54,0.11,MilliTinli,Lahana
6.7,51.7,21.3,237.1,1.48,0.58,Killi,Burçak
5.93,46.4,26.6,209.0,3.87,0.3,KumluTinli,Incir
6.76,26.4,30.1,229.6,1.61,0.44,Tinli,Fiğ
6.19,48.0,30.1,280.8,3.65,0.21,KumluTinli,Kayisi
5.52,62.8,22.4,292.6,2.21,0.14,Tinli,Kayisi
6.44,95.2,49.1,299.5,3.41,0.23,TinliKumlu,Domates
6.61,81.4,52.0,276.2,2.63,0.5,MilliTinli,Ispanak
7.5,76.2,49.4,309.9,2.47,0.75,AgirKilli,Pamuk
7.55,43.9,27.8,176.8,1.33,0.78,Tinli,Nohut
5.65,59.8,39.4,183.0,3.19,0.26,Tinli,Zeytin
7.19,50.3,39.8,229.7,3.63,0.37,KumluTinli,AntepFistigi
7.84,61.4,40.8,266.9,2.05,0.23,AgirKilli,Soya
5.71,46.9,43.5,203.4,3.83,0.25,KumluTinli,Yonca
7.0,91.9,37.7,256.2,4.04,0.33,TinliKumlu,Patlican
6.41,41.5,40.5,247.1,2.54,0.38,KumluTinli,Rezene
7.4,55.5,38.3,206.4,3.58,0.35,KilliTinli,Mandalina
5.93,46.2,40.2,257.3,2.28,0.35,KumluTinli,Ayva
6.87,95.5,45.7,370.6,2.81,0.43,KumluTinli,Sarımsak
7.48,50.9,44.7,196.4,2.99,0.13,KumluTinli,Anason
6.51,41.0,22.8,294.0,3.02,0.11,Tinli,Seftali
7.46,47.2,15.3,225.9,1.88,0.45,Tinli,Nohut
7.39,55.4,38.6,259.4,3.4,0.15,KumluTinli,Badem
7.33,45.8,25.8,190.3,2.19,0.21,Tinli,MeyanKoku
7.19,37.2,24.7,187.5,1.78,0.37,Killi,Celtik
6.93,74.3,26.1,200.4,2.73,0.71,AgirKilli,Kanola
6.32,80.2,60.2,244.5,3.7,0.26,MilliTinli,TazeSogan
7.22,78.0,33.7,289.7,3.37,0.3,KumluTinli,Armut
5.7,58.8,30.1,186.7,3.11,0.12,KumluTinli,Badem
6.99,61.2,43.5,343.8,4.15,0.26,MilliTinli,Hiyar
6.22,69.3,28.2,282.5,3.33,0.1,KilliTinli,Zeytin
6.68,68.4,21.0,186.7,2.07,0.27,KilliTinli,Korunga
7.57,88.9,31.0,264.2,2.79,0.62,AgirKilli,Susam
7.28,49.4,16.5,160.0,2.3,1.18,Tinli,Nohut
6.53,62.7,41.6,345.9,2.54,0.2,KumluTinli,Kereviz
6.83,61.1,30.8,302.8,3.06,0.6,AgirKilli,SekerPancari
6.33,57.6,37.8,294.1,3.07,0.23,KilliTinli,Salep
5.83,56.9,36.2,182.8,3.77,0.15,KumluTinli,Cay
5.87,54.8,22.9,184.3,2.14,0.28,KilliTinli,Elma
6.55,99.9,54.7,377.1,4.31,0.17,KumluTinli,Sarımsak
6.66,46.6,25.1,161.5,1.58,0.85,Tinli,Yulaf
6.68,63.2,41.1,278.6,3.41,0.21,KumluTinli,Ayva
6.04,73.8,42.7,245.7,2.33,0.21,Tinli,AntepFistigi
5.82,46.6,22.4,235.7,3.61,0.29,KilliTinli,Kimyon
7.8,64.9,43.1,318.5,2.16,0.68,AgirKilli,Soya
6.78,51.7,25.8,262.1,2.67,0.4,KumluTinli,Portakal
6.38,77.8,54.0,243.7,3.8,0.26,MilliTinli,Maydanoz
6.2,106.6,62.2,259.6,3.96,0.2,TinliKumlu,Sarımsak
5.65,74.7,40.0,273.0,2.93,0.17,KumluTinli,AntepFistigi
6.87,50.0,24.9,202.5,1.77,1.2,Killi,Cavdar
7.93,85.3,25.6,227.1,2.77,0.57,AgirKilli,Tütün
6.18,93.9,46.5,346.4,3.31,0.15,MilliTinli,Patlican
6.52,63.7,56.6,287.3,2.51,0.39,MilliTinli,Patlican
6.93,97.5,44.8,246.9,4.29,0.21,KumluTinli,Hiyar
7.11,69.0,41.2,244.7,4.4,0.34,MilliTinli,Hiyar
7.34,50.2,24.4,215.4,3.37,0.23,KumluTinli,Elma
7.2,62.4,35.5,266.9,3.88,0.23,KumluTinli,SiloMisiri
7.06,43.3,38.9,253.7,3.44,0.15,KumluTinli,Lavanta
6.02,77.9,46.1,321.8,3.11,0.25,MilliTinli,Kereviz
7.17,73.6,22.5,291.1,2.69,0.21,KumluTinli,Nar
7.16,96.8,53.7,268.3,4.35,0.27,KumluTinli,Sarımsak
7.22,42.8,22.1,280.7,3.59,0.13,KilliTinli,Nar
6.22,67.2,59.2,258.0,3.75,0.27,KumluTinli,Ispanak
7.07,74.8,32.7,225.8,3.25,0.36,Tinli,AdaCayi
6.07,109.0,43.9,357.5,3.45,0.18,KumluTinli,Domates
6.02,91.9,59.5,325.5,4.13,0.13,KumluTinli,Maydanoz
5.62,42.1,35.2,242.3,3.98,0.24,KumluTinli,Zeytin
6.78,69.1,44.8,190.4,2.51,0.25,KilliTinli,Biberiye
7.45,63.7,41.7,191.1,2.36,0.2,KilliTinli,OglanOtu
7.89,80.9,45.6,200.1,2.59,0.61,Killi,Susam
6.54,60.7,25.9,204.4,3.25,0.35,KilliTinli,Papatya
7.17,68.2,37.8,211.1,2.84,0.33,Tinli,Pamuk
6.85,66.3,48.7,215.2,2.38,0.68,Tinli,Keten
6.43,88.5,49.1,277.9,3.82,0.28,KumluTinli,Sarımsak
7.11,79.5,34.4,254.9,2.23,0.42,AgirKilli,Kanola
5.59,71.7,25.2,290.8,3.94,0.38,Tinli,Mandalina
7.08,64.8,37.7,243.0,3.08,0.42,Tinli,Pamuk
6.96,72.6,48.0,355.7,3.62,0.1,TinliKumlu,Kavun
7.18,47.6,31.6,270.0,2.63,0.14,KilliTinli,SiloMisiri
7.1,63.2,35.4,257.3,2.25,0.62,AgirKilli,Aycicegi
5.52,55.6,39.5,239.9,2.44,0.17,KilliTinli,Uzum
7.47,48.6,20.0,288.8,3.01,0.14,KumluTinli,Elma
6.84,63.5,26.3,193.2,3.73,0.24,KumluTinli,Kusburnu
7.68,68.9,41.7,203.5,2.72,0.5,Killi,Pamuk
7.85,86.1,26.5,210.1,3.34,0.75,Tinli,SekerPancari
7.03,60.9,28.7,214.1,2.82,0.24,Killi,YerFistigi
7.37,73.5,20.8,276.7,3.67,0.28,Tinli,AdaCayi
7.04,73.2,56.6,241.6,3.61,0.22,KumluTinli,Lahana
7.21,48.3,34.1,258.1,2.8,0.25,KilliTinli,Seftali
6.91,51.0,40.3,225.4,3.03,0.31,Tinli,Susam
7.1,81.2,37.1,235.5,3.16,0.55,Killi,Aycicegi
7.55,90.0,28.9,270.4,2.02,0.75,Killi,Susam
5.79,59.8,40.1,230.2,3.64,0.37,KumluTinli,AntepFistigi
7.74,88.7,49.0,223.8,3.21,0.31,Killi,SekerPancari
7.67,28.8,24.8,205.5,1.36,0.62,Tinli,Bugday
7.32,52.2,48.6,255.1,2.93,0.37,AgirKilli,Pamuk
6.23,72.3,20.6,242.0,3.34,0.34,KumluTinli,Armut
5.6,74.7,23.6,276.6,2.1,0.27,KilliTinli,Incir
6.89,47.5,32.4,193.3,2.64,0.12,KumluTinli,Salep
6.42,48.4,39.2,207.9,2.05,0.34,KilliTinli,Cilek
5.59,73.5,42.2,276.2,2.63,0.36,Tinli,Erik
6.61,67.5,64.4,247.2,4.24,0.47,MilliTinli,Biber
6.55,109.0,62.0,291.8,3.8,0.44,KumluTinli,Hiyar
7.4,48.1,38.7,189.0,2.6,0.25,Tinli,Kiraz
7.61,30.1,20.9,224.0,2.08,0.83,Tinli,Burçak
6.04,57.9,41.6,295.6,3.56,0.11,KilliTinli,SiloMisiri
7.32,52.5,22.3,184.4,2.03,0.69,Tinli,Mercimek
6.68,51.8,22.7,188.5,1.75,0.76,MilliTinli,Celtik
7.79,42.3,31.1,172.2,1.55,1.0,MilliTinli,Cavdar
6.68,41.8,36.6,216.7,3.39,0.13,KilliTinli,Papatya
6.85,32.4,33.2,221.7,1.74,0.39,Tinli,Burçak
6.35,58.0,27.0,254.3,2.4,0.25,Tinli,Limon
6.96,67.7,39.8,341.4,4.21,0.45,KumluTinli,Sarımsak
6.93,61.5,44.8,282.4,3.76,0.37,Tinli,Incir
6.34,77.6,25.8,210.0,3.79,0.34,Tinli,OglanOtu
7.07,68.1,45.2,301.6,2.11,0.27,Killi,Susam
7.16,43.5,26.4,215.3,2.86,0.4,KilliTinli,Muz
6.55,72.4,59.2,304.0,2.51,0.31,KumluTinli,Marul
6.76,43.6,15.2,196.3,1.75,0.97,Killi,Burçak
7.16,76.1,25.7,234.7,3.31,0.73,Tinli,Keten
6.73,49.0,15.8,198.5,1.26,0.58,Killi,Arpa
5.87,73.8,31.9,209.2,2.86,0.1,Tinli,Seftali
6.45,75.9,37.1,207.7,2.04,0.1,KilliTinli,Mandalina
5.7,77.9,24.6,262.2,3.29,0.34,Tinli,Cilek
6.51,51.4,21.9,296.6,2.64,0.16,KilliTinli,Findik
5.71,56.3,31.3,187.2,3.86,0.21,KilliTinli,Greyfurt
6.69,79.7,38.3,260.3,3.93,0.31,KumluTinli,Muz
7.27,42.8,36.4,264.6,2.11,0.16,Tinli,Kiraz
5.62,75.4,26.4,222.3,3.72,0.22,KumluTinli,Cilek
6.0,40.6,25.6,213.4,3.88,0.25,KumluTinli,Salep
7.25,79.0,24.0,180.6,3.01,0.3,KumluTinli,Rezene
6.55,104.6,46.8,241.1,2.72,0.49,KumluTinli,Maydanoz
6.1,65.5,40.2,313.7,4.23,0.14,MilliTinli,Kavun
7.95,74.8,37.0,268.4,2.08,0.44,Killi,Susam
5.78,74.1,36.0,288.6,2.81,0.25,KumluTinli,YemSalgamı
6.39,73.7,52.8,278.9,3.94,0.22,MilliTinli,Havuc
7.42,51.0,29.9,161.2,1.53,0.81,Killi,Bezelye
7.37,44.0,21.5,219.0,2.72,0.3,Tinli,Ceviz
6.84,77.9,29.0,218.8,2.41,0.34,Tinli,Badem
7.15,56.4,30.5,278.6,2.71,0.28,KilliTinli,Anason
7.38,34.9,33.1,224.7,1.52,1.12,MilliTinli,Arpa
7.39,33.2,27.9,219.7,1.31,0.51,Killi,Nohut
7.41,70.2,26.7,267.5,3.3,0.21,KilliTinli,AntepFistigi
5.75,76.7,21.6,264.4,2.03,0.16,KilliTinli,Mandalina
6.68,69.3,57.4,275.3,3.09,0.28,KumluTinli,Prasa
7.1,105.6,40.8,357.7,4.1,0.49,MilliTinli,Hiyar
6.09,86.3,59.2,329.7,3.94,0.29,MilliTinli,Kavun
6.22,40.3,22.3,245.5,3.35,0.31,KilliTinli,Korunga
5.77,46.1,21.1,199.4,3.09,0.13,KumluTinli,Elma
6.74,96.5,58.4,243.4,3.19,0.35,MilliTinli,Roka
5.6,62.2,34.9,211.1,2.48,0.11,Tinli,Erik
6.43,45.4,40.2,291.1,3.44,0.26,KumluTinli,Lavanta
5.77,41.1,28.1,216.0,2.01,0.14,KumluTinli,MeyanKoku
6.7,55.8,21.8,196.0,3.5,0.12,KilliTinli,Kekik
6.02,62.2,37.6,253.6,3.1,0.24,KilliTinli,Lavanta
6.98,74.8,33.6,220.1,2.02,0.13,KilliTinli,Kivi
6.65,48.4,24.9,181.5,2.04,0.21,Tinli,Safran
7.01,63.2,37.0,323.0,2.58,0.17,KumluTinli,TazeSogan
6.7,43.3,18.1,230.7,2.11,0.88,Killi,Misir
5.55,45.9,28.5,213.6,3.14,0.12,KumluTinli,Papatya
5.71,77.5,25.6,187.9,2.96,0.2,KumluTinli,Uzum
7.06,50.4,48.9,313.4,2.03,0.45,AgirKilli,Kenevir
6.96,63.4,20.5,298.1,3.7,0.33,KilliTinli,Ayva
7.22,42.5,23.0,184.5,2.51,0.35,Tinli,Anason
5.87,58.5,41.4,194.2,2.04,0.38,KumluTinli,SiloMisiri
6.18,41.8,30.0,285.2,2.7,0.32,KumluTinli,Kestane
6.35,40.5,44.1,278.7,3.67,0.34,KilliTinli,Limon
6.11,63.7,63.4,291.3,2.67,0.49,MilliTinli,Turp
6.01,41.6,31.7,292.5,2.27,0.37,KilliTinli,Korunga
6.21,55.2,44.6,184.0,3.48,0.14,KilliTinli,AntepFistigi
7.44,60.6,36.2,197.7,3.05,0.14,KilliTinli,Kayisi
6.37,109.2,47.6,322.9,2.7,0.23,KumluTinli,Maydanoz
7.45,80.2,39.7,306.9,3.41,0.48,AgirKilli,SekerPancari
6.87,53.5,44.7,235.5,2.09,0.23,KilliTinli,AntepFistigi
6.91,49.7,22.2,163.4,2.09,0.62,Tinli,Celtik
6.9,66.5,32.1,274.5,3.02,0.38,KumluTinli,Findik
6.51,39.5,34.2,229.6,1.84,0.46,MilliTinli,Misir
6.36,94.5,38.2,348.7,2.96,0.3,TinliKumlu,TazeSogan
7.29,55.2,35.3,216.0,2.55,0.21,Tinli,Salep
6.92,83.2,58.7,267.8,2.8,0.4,KumluTinli,Roka
6.8,50.0,33.6,224.8,1.3,0.95,Tinli,Celtik
6.7,97.4,35.3,261.4,4.21,0.18,KumluTinli,Prasa
7.25,44.1,28.9,192.0,2.18,1.0,Killi,Mercimek
5.52,41.2,21.0,232.5,3.49,0.32,KumluTinli,Greyfurt
6.85,29.1,28.0,174.6,2.19,0.56,MilliTinli,Bugday
6.45,64.5,44.0,192.2,2.96,0.14,KumluTinli,Salep
7.29,27.2,28.4,215.5,1.29,0.72,MilliTinli,Burçak
7.36,75.8,40.1,200.9,2.06,0.33,KilliTinli,Portakal
7.09,47.4,25.4,194.0,1.99,1.03,Tinli,Burçak
7.18,62.0,59.7,269.4,4.19,0.18,KumluTinli,Lahana
6.61,33.5,25.3,210.7,2.02,0.63,Tinli,Celtik
6.66,43.6,39.8,255.1,2.46,0.13,Tinli,Nar
6.16,51.4,29.9,262.2,3.93,0.4,KumluTinli,Yonca
7.1,50.4,32.9,250.3,3.04,0.25,AgirKilli,Tütün
7.49,45.9,24.3,230.1,3.48,0.25,KilliTinli,Salep
6.02,65.3,27.1,294.8,3.88,0.31,KumluTinli,Ceviz
6.18,100.6,55.4,325.8,2.7,0.36,MilliTinli,Tere
5.98,66.5,40.4,278.3,3.25,0.33,Tinli,Korunga
6.95,85.4,38.3,236.0,3.18,0.53,Tinli,YerFistigi
7.17,92.9,52.8,248.6,2.14,0.18,TinliKumlu,Karpuz
6.93,63.8,39.7,286.6,3.52,0.13,Tinli,Greyfurt
7.49,75.0,43.2,277.9,2.12,0.26,KumluTinli,Zeytin
5.76,64.7,41.0,259.3,3.12,0.2,KilliTinli,Armut
5.74,40.9,27.1,250.1,2.89,0.22,KumluTinli,Greyfurt
7.45,50.5,41.0,219.6,2.38,0.14,KilliTinli,OglanOtu
7.93,88.3,32.9,205.8,3.21,0.21,Tinli,Aycicegi
5.83,41.7,23.3,241.2,3.66,0.26,KilliTinli,Erik
7.43,62.9,25.1,222.9,2.54,0.33,Tinli,Mandalina
6.36,46.1,21.6,226.8,2.38,0.21,KumluTinli,Zeytin
6.42,77.3,26.3,182.5,3.38,0.25,KilliTinli,Cilek
6.25,55.5,35.6,260.7,2.06,0.14,KilliTinli,Lavanta
6.8,79.1,31.0,292.5,2.5,0.28,KilliTinli,Lavanta
7.11,34.8,26.8,224.2,2.0,0.3,MilliTinli,Burçak
7.5,78.1,40.3,282.7,2.93,0.5,AgirKilli,Kanola
5.61,53.7,30.6,269.5,3.85,0.17,KilliTinli,Kayisi
7.27,63.4,31.4,304.7,2.44,0.7,AgirKilli,Aspir
5.93,49.8,34.1,247.0,3.27,0.25,Tinli,Papatya
5.76,58.1,38.2,216.0,2.55,0.24,KumluTinli,YemSalgamı
6.56,61.4,27.1,193.4,3.29,0.32,Tinli,Salep
6.25,83.0,51.9,263.9,3.55,0.24,TinliKumlu,Tere
6.21,60.7,24.0,205.5,2.65,0.22,KilliTinli,Muz
6.61,63.8,55.8,318.7,4.06,0.15,MilliTinli,Patlican
5.51,44.3,20.1,249.6,3.61,0.39,KumluTinli,Muz
6.65,71.8,28.8,231.1,3.0,0.21,KumluTinli,AntepFistigi
6.14,64.6,43.0,246.3,3.55,0.29,Tinli,AdaCayi
6.99,69.4,42.3,284.1,3.14,0.29,Tinli,OglanOtu
7.96,63.8,28.1,263.4,2.78,0.44,Killi,Soya
5.95,61.8,27.1,225.9,2.54,0.22,Tinli,AdaCayi
6.84,64.6,35.0,253.5,3.14,0.64,Tinli,SekerPancari
6.77,39.8,34.0,173.5,1.62,0.74,MilliTinli,Fiğ
6.88,56.0,29.2,219.5,3.11,0.24,KumluTinli,AdaCayi
7.42,87.3,30.2,317.8,2.47,0.62,AgirKilli,YerFistigi
7.03,55.2,43.4,280.2,3.63,0.39,Tinli,Kiraz
6.82,77.5,47.1,307.2,4.33,0.48,KumluTinli,Prasa
6.91,71.1,45.6,295.6,2.04,0.1,KumluTinli,Karpuz
6.62,61.7,35.2,193.9,3.05,0.29,Tinli,Biberiye
7.54,77.5,44.8,306.5,3.2,0.31,Killi,Aspir
6.05,78.7,34.9,278.1,2.35,0.12,Tinli,Mandalina
6.68,65.1,35.1,255.0,3.32,0.19,KumluTinli,Mandalina
6.29,80.2,54.9,291.6,3.43,0.1,TinliKumlu,Turp
6.32,95.9,35.4,370.9,4.45,0.36,KumluTinli,Sarımsak
7.19,72.2,39.6,182.5,2.38,0.21,KilliTinli,Nane
7.01,99.7,40.6,373.9,3.77,0.36,TinliKumlu,Hiyar
7.75,73.5,45.5,276.0,2.04,0.44,Killi,Kenevir
5.84,79.2,23.4,236.8,2.76,0.32,KumluTinli,Portakal
6.41,87.5,45.9,313.4,4.23,0.21,MilliTinli,Ispanak
6.19,101.9,54.3,354.1,3.02,0.22,MilliTinli,Havuc
7.3,39.5,28.5,190.7,1.31,0.94,Tinli,Fiğ
6.53,25.4,22.8,171.3,1.27,0.63,Tinli,Mercimek
6.02,43.8,33.1,286.9,3.42,0.29,KumluTinli,Zeytin
6.77,63.5,37.1,321.5,2.61,0.42,MilliTinli,Patlican
7.76,60.0,42.4,209.4,3.06,0.57,Tinli,Kenevir
7.19,46.7,24.1,256.0,2.41,0.39,Tinli,Biberiye
6.44,69.9,39.5,244.1,3.7,0.13,KumluTinli,Greyfurt
7.49,25.8,18.6,229.3,1.52,0.59,MilliTinli,Bezelye
7.27,73.3,45.1,205.8,3.4,0.3,AgirKilli,Aspir
7.65,88.2,33.7,300.7,2.01,0.58,Killi,Tütün
5.78,58.8,20.8,201.8,3.62,0.24,KilliTinli,OglanOtu
6.76,63.5,25.9,182.9,3.04,0.3,KumluTinli,AdaCayi
6.15,55.2,23.3,279.7,3.53,0.39,KilliTinli,Findik
7.86,76.1,27.5,211.6,3.24,0.4,AgirKilli,Pamuk
5.63,48.4,43.3,287.2,2.46,0.39,Tinli,Greyfurt
6.49,72.9,39.5,222.2,4.0,0.2,KumluTinli,AntepFistigi
7.09,107.0,47.0,254.5,3.97,0.26,MilliTinli,Kavun
6.93,48.9,28.2,254.1,4.0,0.31,Tinli,Nar
7.2,72.4,21.8,180.7,3.34,0.29,KilliTinli,Portakal
7.46,41.6,31.2,256.9,2.59,0.4,KumluTinli,Kusburnu
7.0,42.5,28.7,180.4,1.52,1.04,Killi,Bezelye
7.77,64.8,34.0,287.4,2.45,0.79,AgirKilli,SekerPancari
7.07,38.7,26.4,219.9,1.46,1.08,Killi,Mercimek
6.82,70.2,37.0,277.5,3.89,0.23,KumluTinli,Kiraz
6.23,68.0,45.2,276.6,4.04,0.26,TinliKumlu,Kereviz
5.78,72.2,44.4,192.6,2.14,0.29,Tinli,Findik
7.18,59.8,27.8,271.9,2.32,0.35,Killi,Susam
7.32,59.9,40.1,292.4,3.2,0.2,KilliTinli,YemSalgamı
6.25,68.5,31.2,196.9,3.52,0.13,KumluTinli,YemSalgamı
7.33,55.0,43.4,289.1,2.94,0.57,Killi,SekerPancari
6.85,57.3,35.8,278.1,2.4,0.5,AgirKilli,Susam
7.1,27.7,18.9,227.5,2.24,1.18,Tinli,Nohut
7.13,100.8,40.8,288.4,3.05,0.39,KumluTinli,Tere
6.15,84.3,40.6,267.8,3.09,0.45,MilliTinli,Kereviz
7.48,47.6,31.4,214.8,3.72,0.37,KilliTinli,OglanOtu
6.28,100.5,55.1,325.9,2.64,0.46,MilliTinli,Patlican
6.84,76.6,21.5,289.0,3.6,0.13,KumluTinli,Rezene
7.09,70.6,50.3,309.3,4.19,0.31,KumluTinli,Kereviz
6.63,77.9,22.5,265.9,2.08,0.34,Tinli,Muz
5.88,51.7,21.4,255.3,2.9,0.27,KumluTinli,Kimyon
7.97,71.7,45.4,277.0,2.5,0.65,AgirKilli,Soya
6.8,49.4,27.4,282.1,3.85,0.22,Tinli,Visne
5.69,43.7,34.2,286.9,2.79,0.15,KilliTinli,Seftali
7.39,51.5,27.5,189.6,2.61,0.24,KumluTinli,Mandalina
5.94,41.5,35.0,230.1,3.44,0.35,KilliTinli,Safran
6.6,99.0,54.7,263.5,2.65,0.47,TinliKumlu,Biber
7.15,64.7,42.7,281.2,3.3,0.16,KilliTinli,Kestane
7.39,55.1,40.3,273.4,3.39,0.16,Tinli,Ceviz
7.23,57.7,20.4,244.2,2.53,0.17,KumluTinli,Cilek
6.57,49.6,38.5,201.1,3.34,0.14,KilliTinli,Safran
6.35,49.8,42.2,232.0,2.39,0.16,KumluTinli,Greyfurt
6.55,41.7,25.1,272.8,2.32,0.16,Tinli,Kayisi
6.17,77.5,42.6,217.8,2.99,0.37,KumluTinli,SiloMisiri
6.1,88.9,37.7,358.0,2.52,0.15,KumluTinli,Turp
6.22,98.8,42.6,320.7,3.38,0.38,TinliKumlu,Lahana
6.88,47.8,16.3,177.3,1.57,0.5,MilliTinli,Nohut
7.39,40.4,44.9,243.4,3.49,0.1,Tinli,Findik
6.69,108.6,52.7,270.2,2.94,0.37,MilliTinli,Marul
7.19,37.8,27.5,205.8,2.16,0.33,Killi,Arpa
5.73,71.9,31.6,215.1,3.97,0.31,Tinli,YemSalgamı
5.7,76.7,32.6,199.9,2.57,0.13,KumluTinli,Elma
6.64,68.4,25.8,279.1,3.54,0.34,KumluTinli,Kimyon
6.58,92.3,53.2,297.0,3.84,0.39,MilliTinli,Maydanoz
6.08,97.6,44.1,267.2,3.05,0.2,KumluTinli,Biber
6.29,46.1,36.2,231.7,3.63,0.2,Tinli,Salep
6.73,30.3,32.9,208.2,1.91,1.16,Tinli,Mercimek
6.8,60.9,38.6,266.4,3.51,0.1,KilliTinli,Kivi
6.43,60.1,34.2,241.2,3.92,0.13,KilliTinli,Cilek
5.65,45.8,39.3,185.3,3.19,0.19,KilliTinli,Seftali
6.54,98.8,58.9,315.7,4.22,0.16,KumluTinli,Havuc
7.38,49.9,20.7,291.4,3.87,0.21,Tinli,Ceviz
6.93,89.3,47.5,254.9,2.41,0.26,Killi,Pamuk
7.31,72.2,25.1,184.7,3.62,0.21,KumluTinli,Findik
6.55,74.7,29.9,236.7,3.88,0.25,Tinli,Portakal
6.15,59.2,22.1,283.9,2.1,0.21,KumluTinli,Kayisi
6.94,90.2,48.7,334.6,3.14,0.28,KumluTinli,Lahana
6.0,60.2,29.5,263.6,3.89,0.34,Tinli,Safran
6.16,64.2,37.4,232.0,2.12,0.25,KumluTinli,Anason
6.79,48.0,30.4,171.5,1.65,1.06,Tinli,Celtik
6.8,65.8,64.7,330.0,4.43,0.4,MilliTinli,Patlican
7.77,43.3,23.5,184.1,1.48,1.07,Tinli,Celtik
6.24,44.6,31.6,264.2,2.57,0.23,KumluTinli,Papatya
6.93,51.5,31.6,299.6,3.84,0.37,Tinli,Zeytin
6.96,59.2,22.6,237.3,3.71,0.28,KumluTinli,Kiraz
7.84,62.8,39.9,305.0,2.57,0.7,Tinli,Aspir
6.23,44.0,37.4,234.8,2.26,0.39,KilliTinli,AntepFistigi
7.26,68.2,25.1,207.9,2.62,0.4,KumluTinli,Kiraz
6.47,53.9,27.2,225.7,2.37,0.13,KumluTinli,Nane
7.02,76.1,36.1,214.0,3.26,0.35,AgirKilli,Kanola
5.8,47.5,41.9,294.5,2.46,0.16,KumluTinli,Biberiye
6.75,54.7,27.6,237.7,3.12,0.38,KumluTinli,Muz
7.72,84.8,42.4,285.2,2.61,0.78,Tinli,Kenevir
6.69,66.9,39.4,199.5,3.22,0.25,Tinli,Nane
6.98,70.1,48.5,340.6,3.67,0.12,TinliKumlu,Maydanoz
7.04,30.0,28.4,170.1,1.42,1.19,Killi,Fasulye
5.65,65.1,38.1,224.8,3.89,0.2,Tinli,Cilek
7.43,35.4,30.4,180.9,1.63,1.02,MilliTinli,Mercimek
6.3,94.3,53.5,272.6,4.35,0.29,KumluTinli,Domates
6.04,104.9,42.7,316.7,2.62,0.23,KumluTinli,Turp
6.26,77.8,42.1,265.0,2.45,0.23,Tinli,Nane
5.73,66.6,30.2,249.6,3.43,0.24,Tinli,Cay
7.84,59.5,48.4,289.6,2.79,0.37,Killi,Susam
7.29,43.3,34.2,221.7,1.85,0.8,Tinli,Celtik
7.32,43.0,34.1,278.9,2.12,0.15,Tinli,Papatya
7.05,71.6,21.5,293.7,3.26,0.1,KumluTinli,Portakal
6.86,105.8,41.1,330.4,2.96,0.32,TinliKumlu,Prasa
7.02,55.2,24.7,206.8,3.34,0.26,Tinli,AdaCayi
5.72,57.6,32.8,208.6,2.36,0.2,KilliTinli,AdaCayi
7.55,59.2,27.4,246.6,3.02,0.72,Killi,YerFistigi
7.04,48.9,20.2,230.1,1.31,0.51,MilliTinli,Mercimek
7.49,72.6,29.8,250.3,2.28,0.22,KumluTinli,YemSalgamı
6.65,54.1,26.0,215.1,1.95,0.6,Killi,Fasulye
6.01,51.5,25.8,201.3,2.94,0.34,Tinli,Cilek
7.28,87.9,33.5,207.3,2.49,0.53,Tinli,Kenevir
6.05,71.3,32.1,216.7,2.23,0.2,KilliTinli,Incir
6.4,45.4,21.8,266.4,2.34,0.35,Tinli,Cay
6.7,57.0,23.0,266.9,2.77,0.31,Tinli,AdaCayi
6.29,62.4,53.2,244.6,4.14,0.29,MilliTinli,Domates
7.21,52.0,19.5,170.5,1.78,1.02,MilliTinli,Nohut
