pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
6.61,95.8,47.0,349.5,4.44,0.39,2222.8,TinliKumlu,Kereviz,13.8,8.8,4.3
5.65,43.2,35.1,298.4,2.23,0.26,3063.3,KilliTinli,OglanOtu,19.9,11.0,0.0
6.36,88.2,56.0,300.5,2.24,0.16,5493.0,MilliTinli,Karpuz,14.1,7.7,0.0
6.93,62.5,36.7,207.5,2.79,0.11,3415.8,Tinli,Papatya,17.7,10.5,0.0
7.13,42.9,32.8,235.6,1.75,1.07,639.3,Killi,Arpa,13.0,7.3,0.0
7.23,66.5,26.4,234.7,2.97,0.77,5590.8,AgirKilli,Aycicegi,10.1,8.2,0.0
5.85,47.6,29.8,251.0,3.15,0.34,3298.4,KumluTinli,Portakal,19.1,11.5,7.4
6.65,43.7,21.3,233.5,2.22,0.22,3271.7,KumluTinli,YemSalgamı,19.9,12.6,0.0
6.1,71.9,53.0,347.7,3.73,0.33,5505.8,TinliKumlu,Kavun,16.2,7.8,4.4
6.32,66.8,26.8,233.4,2.94,0.3,3314.4,Tinli,Cay,17.0,12.2,0.0
6.94,73.9,31.6,308.6,2.21,0.44,5220.7,Tinli,Keten,9.0,7.1,0.0
6.35,104.3,43.3,325.1,3.95,0.23,2092.3,MilliTinli,Roka,12.4,9.5,0.0
7.65,26.3,31.0,187.8,1.33,0.84,283.7,Killi,Nohut,3.6,7.1,0.0
6.06,44.0,27.9,238.8,3.48,0.18,3645.5,KilliTinli,Papatya,19.4,11.7,0.0
6.02,109.4,63.2,251.3,3.42,0.44,2050.5,MilliTinli,Roka,12.3,6.5,0.0
7.2,103.1,52.2,271.7,4.31,0.45,2278.5,KumluTinli,Maydanoz,13.0,8.1,7.0
6.87,57.6,31.8,204.7,3.41,0.79,5654.9,AgirKilli,YerFistigi,11.2,7.1,0.0
5.93,78.1,44.2,187.1,2.64,0.38,3224.8,Tinli,Kayisi,16.0,9.6,0.0
7.04,87.3,44.7,285.8,3.11,0.78,5147.6,Killi,Kanola,7.6,5.4,0.0
6.47,86.2,40.0,300.9,4.26,0.2,2320.8,KumluTinli,Ispanak,14.5,10.1,5.7
7.73,27.8,19.2,189.0,2.04,0.77,304.8,Tinli,Bugday,14.4,8.8,0.0
6.02,63.3,36.2,287.5,2.84,0.13,3383.1,Tinli,Armut,17.2,10.6,0.0
7.0,73.9,37.6,289.9,3.29,0.14,2189.3,MilliTinli,Marul,15.8,10.5,0.0
6.72,56.9,43.1,276.6,3.11,0.12,3355.3,KumluTinli,Kusburnu,18.1,9.7,0.0
6.81,54.2,35.4,303.8,2.2,0.21,5464.0,Killi,YerFistigi,11.1,6.6,0.0
6.77,52.9,28.7,220.5,1.3,0.88,613.5,MilliTinli,Arpa,11.8,7.7,0.0
6.98,94.3,46.1,308.7,2.46,0.27,4499.0,KumluTinli,Karpuz,14.0,9.1,5.9
5.73,67.9,30.2,190.1,3.39,0.37,3639.5,KumluTinli,Lavanta,16.7,11.3,0.0
7.0,72.2,54.2,291.4,2.86,0.27,5420.9,MilliTinli,Kavun,16.7,7.7,0.0
6.06,46.6,26.3,290.3,3.11,0.24,3622.6,KilliTinli,Kiraz,19.2,12.0,0.0
5.97,42.3,42.2,248.4,3.38,0.33,3001.5,Tinli,Kayisi,20.1,9.7,0.0
6.86,40.4,29.9,283.2,3.96,0.24,3739.5,KilliTinli,AntepFistigi,19.9,11.4,0.0
5.54,64.2,24.9,184.4,2.22,0.1,3179.6,Tinli,Anason,17.2,12.0,0.0
5.7,65.6,25.1,254.4,2.79,0.14,2877.6,KumluTinli,Nane,17.3,12.0,0.0
6.78,70.0,56.7,278.3,3.67,0.42,1980.9,TinliKumlu,Havuc,16.8,7.2,6.8
6.95,34.5,20.5,236.2,2.19,0.63,712.9,Tinli,Nohut,3.0,9.2,0.0
6.57,96.0,51.0,299.5,3.21,0.28,1934.8,KumluTinli,Havuc,13.6,8.2,6.2
6.85,70.0,32.4,208.1,2.83,0.4,5582.9,AgirKilli,Keten,10.0,7.2,0.0
6.03,50.3,39.3,211.4,3.45,0.34,3646.8,KumluTinli,Yonca,18.8,10.3,0.0
5.84,59.9,37.7,189.1,3.25,0.2,3580.5,Tinli,Salep,17.7,10.3,0.0
6.62,64.7,30.9,274.1,3.98,0.24,3650.6,KumluTinli,Erik,17.3,11.3,7.1
6.21,70.4,36.5,331.8,4.04,0.34,2032.8,TinliKumlu,Havuc,16.7,10.7,4.7
7.08,71.1,38.1,263.5,3.18,0.38,5672.4,Killi,Tütün,9.6,6.1,0.0
6.56,65.0,33.2,222.2,3.48,0.33,3329.5,KilliTinli,Nar,16.9,10.9,0.0
7.3,67.7,29.2,231.5,2.42,0.16,3241.5,KilliTinli,AntepFistigi,16.6,11.7,0.0
6.17,60.5,22.7,236.9,3.72,0.36,3542.4,Tinli,Lavanta,17.8,12.4,0.0
7.52,64.1,28.9,270.4,3.41,0.32,5194.9,AgirKilli,SekerPancari,10.3,7.7,0.0
7.64,86.1,42.9,303.2,2.89,0.35,5195.2,Tinli,YerFistigi,7.6,5.4,0.0
6.02,68.6,40.0,255.5,3.04,0.19,5284.6,MilliTinli,Hiyar,16.7,10.0,0.0
7.17,59.0,25.4,222.3,2.17,0.36,3178.7,Tinli,Anason,17.6,12.1,0.0
6.62,40.0,41.4,286.5,3.89,0.3,3082.2,KilliTinli,Kivi,20.4,9.5,0.0
5.57,71.1,34.6,198.8,3.12,0.18,3242.5,Tinli,Erik,16.2,10.8,0.0
6.98,53.4,28.9,201.2,1.34,0.69,277.0,Killi,Nohut,4.2,7.8,0.0
7.51,87.1,26.5,238.5,2.9,0.66,5584.7,Killi,Kanola,7.9,8.0,0.0
7.8,84.0,44.8,234.4,2.05,0.67,4826.0,Killi,Keten,7.6,5.3,0.0
5.53,69.9,37.0,217.1,2.3,0.28,3193.4,Tinli,Badem,16.3,10.2,0.0
5.96,50.2,24.0,186.5,2.34,0.18,3335.6,KumluTinli,Safran,18.6,12.5,0.0
6.48,54.6,21.3,198.3,2.34,0.38,3129.3,Tinli,SiloMisiri,18.8,13.1,0.0
7.17,35.3,34.5,232.2,1.93,0.46,684.8,MilliTinli,Yulaf,13.7,7.0,0.0
6.46,68.8,24.8,194.1,3.23,0.13,3262.7,Tinli,Nar,16.9,12.0,0.0
7.37,60.4,41.8,277.0,2.17,0.51,4876.8,Tinli,YerFistigi,10.6,5.5,0.0
6.62,83.3,38.0,279.4,3.68,0.26,2265.6,MilliTinli,Ispanak,15.2,10.5,0.0
6.75,53.9,32.1,243.1,2.62,0.16,3393.1,KilliTinli,Limon,18.5,10.9,0.0
7.38,52.6,42.7,201.1,3.63,0.37,3199.5,KumluTinli,Uzum,18.9,9.5,9.0
6.99,53.1,34.3,217.4,3.95,0.12,3568.2,Tinli,Uzum,18.3,11.1,0.0
7.15,49.5,41.9,231.7,3.37,0.11,3070.3,Tinli,Seftali,18.7,9.6,0.0
7.1,106.9,47.3,287.5,2.71,0.18,1977.1,TinliKumlu,Biber,12.1,9.0,6.1
5.65,54.1,31.3,208.4,3.03,0.14,3219.8,KumluTinli,Portakal,18.1,11.2,8.5
6.06,77.5,30.7,282.6,2.31,0.38,3433.0,KumluTinli,Kayisi,16.1,11.5,6.9
6.29,51.9,39.2,194.4,2.57,0.13,3349.1,Tinli,Cilek,19.0,10.0,0.0
7.01,70.2,21.5,187.7,3.31,0.12,3459.7,KumluTinli,Yonca,16.3,13.0,0.0
7.09,85.0,38.8,254.3,4.29,0.11,2114.1,MilliTinli,Roka,15.0,10.2,0.0
7.06,57.0,38.9,231.8,2.45,0.37,3292.5,Tinli,YemSalgamı,18.0,9.9,0.0
6.3,89.2,59.0,287.3,2.88,0.17,2115.6,TinliKumlu,Turp,14.0,7.4,6.8
6.2,49.5,42.3,271.8,2.55,0.2,3462.6,KumluTinli,Zeytin,19.3,9.9,7.1
7.08,99.2,64.1,326.0,3.51,0.34,2230.5,MilliTinli,Kereviz,12.8,6.2,0.0
6.98,83.3,60.4,307.8,3.22,0.47,1804.0,MilliTinli,TazeSogan,15.2,7.1,0.0
6.89,83.5,41.6,291.1,2.37,0.66,5273.7,Killi,YerFistigi,8.3,5.7,0.0
6.88,47.9,25.4,296.3,3.59,0.11,3465.5,KilliTinli,Salep,19.4,12.5,0.0
6.38,96.0,45.9,297.7,2.9,0.47,5126.0,KumluTinli,Kavun,13.8,8.9,6.3
6.27,53.6,29.2,211.9,3.33,0.38,3571.9,Tinli,Kayisi,19.0,11.8,0.0
7.04,44.5,28.9,282.2,3.17,0.2,3452.2,KumluTinli,Salep,19.7,11.4,0.0
6.75,79.0,23.7,223.1,3.35,0.32,3550.2,KilliTinli,YemSalgamı,15.5,12.4,0.0
5.96,55.1,34.4,233.4,2.39,0.36,3363.6,KumluTinli,Korunga,18.5,10.9,0.0
7.02,56.9,42.3,266.4,3.04,0.49,5715.6,Killi,Aspir,11.4,5.9,0.0
7.42,54.4,40.3,285.1,3.76,0.31,3398.4,KumluTinli,Armut,18.3,9.8,6.1
6.08,86.3,45.7,372.7,2.45,0.41,5474.0,KumluTinli,Karpuz,14.8,9.2,3.9
7.1,84.8,29.4,202.7,2.24,0.44,4789.4,Tinli,Kanola,8.0,7.3,0.0
6.83,73.5,30.3,222.3,2.66,0.13,3356.9,Tinli,Incir,16.6,11.4,0.0
7.09,51.7,31.2,222.7,1.46,0.56,307.9,MilliTinli,Celtik,11.9,7.5,0.0
6.16,93.5,49.5,346.1,3.48,0.23,2024.7,TinliKumlu,TazeSogan,13.6,8.4,4.7
5.94,56.4,44.3,250.7,2.73,0.11,3413.4,KilliTinli,Uzum,17.9,9.4,0.0
7.21,52.0,23.2,234.7,3.12,0.19,3452.4,Tinli,Kimyon,19.1,12.5,0.0
7.67,78.2,31.2,301.8,2.85,0.32,416.7,Killi,Pamuk,8.2,7.3,0.0
7.01,66.4,39.3,288.6,3.85,0.23,3744.5,Tinli,Rezene,17.3,10.3,0.0
6.26,63.4,23.4,191.2,3.54,0.13,3521.0,KumluTinli,Anason,17.8,12.6,0.0
7.0,51.4,18.9,203.5,2.12,0.32,743.9,Killi,Arpa,11.9,9.0,0.0
6.82,54.6,26.0,234.3,1.49,0.61,654.4,Tinli,Bezelye,3.9,7.9,0.0
6.42,52.9,41.0,219.3,3.6,0.11,3354.7,Tinli,Safran,19.0,9.8,0.0
6.66,50.2,20.4,172.8,1.52,1.18,547.3,Tinli,Bezelye,4.4,9.2,0.0
6.06,67.9,62.2,286.7,3.74,0.18,2278.8,MilliTinli,Ispanak,16.8,6.9,0.0
6.33,94.3,47.8,272.6,3.51,0.24,2195.7,KumluTinli,Kereviz,13.5,8.7,6.5
7.56,45.4,30.9,187.6,1.54,0.32,329.9,Killi,Fiğ,4.1,7.4,0.0
6.0,53.7,30.1,293.5,3.17,0.15,3473.7,KumluTinli,Kayisi,18.2,11.7,5.9
6.31,89.8,39.9,349.9,3.88,0.2,5817.2,TinliKumlu,Domates,14.3,10.0,4.7
7.22,69.0,26.5,284.3,2.08,0.69,4836.7,AgirKilli,Keten,9.9,8.1,0.0
6.96,94.1,36.0,251.6,4.16,0.47,1843.3,TinliKumlu,Prasa,13.9,10.8,7.7
7.15,71.3,51.1,240.1,3.42,0.28,2195.0,KumluTinli,Roka,16.6,8.4,8.0
6.51,34.3,33.5,165.1,1.23,0.62,296.2,Killi,Bezelye,2.0,6.7,0.0
7.08,104.7,36.9,248.8,3.85,0.49,2120.3,KumluTinli,Sarımsak,12.2,10.2,7.7
5.93,75.7,44.5,225.6,2.95,0.15,3247.1,KilliTinli,Kiraz,15.6,9.6,0.0
6.82,108.5,62.7,341.5,3.13,0.27,2012.4,MilliTinli,Prasa,11.6,6.3,0.0
5.62,50.3,27.5,246.3,3.09,0.14,3225.4,KumluTinli,AdaCayi,18.9,11.7,0.0
6.48,94.4,40.2,248.2,3.59,0.46,2211.8,KumluTinli,Sarımsak,13.3,10.0,7.4
5.55,74.5,25.4,237.7,3.66,0.33,3336.3,KilliTinli,Kestane,16.1,12.3,0.0
5.67,55.0,38.1,266.5,3.25,0.33,3670.5,KilliTinli,Uzum,18.1,10.4,0.0
7.64,40.1,26.3,192.7,2.21,0.32,340.3,Killi,Misir,13.2,8.1,0.0
5.85,60.6,21.7,289.8,3.44,0.15,3173.7,KumluTinli,Badem,17.9,12.5,0.0
6.3,101.0,59.2,362.8,3.82,0.4,2079.7,TinliKumlu,Patlican,12.9,7.2,3.8
6.34,105.0,52.8,279.2,4.04,0.23,2254.9,MilliTinli,Kereviz,12.7,8.3,0.0
7.41,71.9,45.8,288.6,2.1,0.36,5197.1,Killi,Kenevir,9.7,5.4,0.0
7.2,54.9,49.0,227.7,2.25,0.55,4766.6,Tinli,Aycicegi,11.3,4.8,0.0
6.88,60.0,42.5,222.6,2.54,0.46,5017.8,AgirKilli,Tütün,10.6,5.7,0.0
6.56,59.2,40.2,183.7,3.53,0.31,3648.7,Tinli,Uzum,18.2,10.3,0.0
6.4,87.5,59.7,259.8,4.37,0.43,2153.7,TinliKumlu,Maydanoz,14.6,6.9,7.1
7.55,28.4,30.4,204.7,1.68,0.58,309.0,MilliTinli,Misir,14.5,7.7,0.0
7.4,41.0,35.4,253.9,2.63,0.16,3267.1,KumluTinli,Nane,19.9,10.4,0.0
6.45,109.3,44.9,275.4,4.03,0.43,2111.9,MilliTinli,Ispanak,11.5,9.4,0.0
6.22,87.8,59.0,317.4,2.54,0.42,1861.5,TinliKumlu,Maydanoz,14.5,7.4,5.1
7.32,65.8,27.5,215.8,2.72,0.33,3448.5,KumluTinli,Portakal,17.1,12.0,8.6
5.7,60.0,26.8,287.1,2.31,0.19,3087.5,KilliTinli,Findik,17.5,11.8,0.0
7.27,49.0,36.1,202.4,2.8,0.4,3416.5,KilliTinli,OglanOtu,19.0,10.7,0.0
7.45,47.5,38.0,189.8,2.14,0.14,3313.7,KumluTinli,Incir,19.5,10.5,9.0
6.68,64.6,43.6,251.7,2.53,0.38,3221.6,KilliTinli,Zeytin,17.4,9.6,0.0
6.31,82.6,54.4,335.5,4.03,0.33,5828.9,KumluTinli,Hiyar,15.3,8.1,4.7
7.1,71.4,42.8,221.9,3.94,0.23,3579.5,KilliTinli,Papatya,16.8,9.3,0.0
6.94,74.5,59.7,348.1,3.1,0.22,2054.4,TinliKumlu,Marul,16.3,7.1,4.2
6.72,53.9,32.4,186.9,3.83,0.19,3584.5,Tinli,Kimyon,18.3,10.9,0.0
6.98,29.8,17.7,192.5,2.11,0.91,715.5,Tinli,Fasulye,3.6,9.2,0.0
7.59,43.9,33.2,173.7,2.08,0.83,301.4,MilliTinli,Cavdar,12.3,7.2,0.0
6.88,62.9,42.3,299.6,2.46,0.77,5029.2,Tinli,YerFistigi,10.5,5.9,0.0
5.98,55.9,35.2,252.3,2.18,0.25,2939.8,Tinli,Kivi,18.7,10.6,0.0
7.76,51.7,25.5,308.9,3.09,0.2,5758.4,Killi,Kanola,12.1,8.2,0.0
6.6,86.9,46.0,251.8,3.24,0.36,1929.2,KumluTinli,TazeSogan,14.6,9.0,7.1
6.55,54.3,42.2,186.6,2.02,0.3,3153.1,KilliTinli,Ayva,18.5,9.7,0.0
6.53,59.7,40.1,234.1,3.09,0.37,3344.8,Tinli,Findik,17.7,9.8,0.0
7.5,55.6,46.8,279.6,3.07,0.55,380.4,AgirKilli,Pamuk,11.0,4.7,0.0
6.11,40.6,21.5,257.4,3.92,0.2,3621.8,KumluTinli,Badem,20.5,12.9,0.0
7.48,47.8,31.0,190.1,2.05,0.39,3187.8,KumluTinli,Yonca,19.6,11.6,0.0
6.15,104.4,52.1,348.4,1.76,0.24,5050.9,TinliKumlu,Karpuz,12.6,8.4,4.4
7.42,49.3,16.9,184.8,1.23,0.39,312.2,Killi,Nohut,3.0,9.4,0.0
7.28,47.2,28.0,232.7,3.55,0.29,3200.3,KumluTinli,Kiraz,19.3,11.8,8.3
6.69,83.7,56.6,326.7,3.02,0.49,5204.5,MilliTinli,Kavun,14.8,7.7,0.0
7.41,45.5,20.7,237.9,2.72,0.33,3409.7,Tinli,Uzum,19.2,13.2,0.0
5.72,45.4,33.3,279.8,2.11,0.11,3242.5,Tinli,Findik,19.6,10.9,0.0
7.17,62.7,28.8,236.9,3.32,0.22,3625.5,KumluTinli,Anason,17.5,11.8,0.0
6.69,55.8,43.5,266.4,2.73,0.17,3227.4,Tinli,Lavanta,18.5,9.3,0.0
8.0,61.7,28.3,272.5,2.28,0.35,5496.6,Tinli,Tütün,10.9,7.7,0.0
6.0,45.3,34.3,244.0,2.63,0.36,3302.3,Tinli,SiloMisiri,19.2,11.1,0.0
6.12,52.7,21.7,182.2,2.09,0.28,3423.0,KilliTinli,Korunga,18.8,12.9,0.0
5.91,44.4,26.0,270.0,2.11,0.36,3067.2,Tinli,Rezene,19.7,12.0,0.0
6.08,97.1,38.2,346.2,2.56,0.35,2011.3,MilliTinli,Sarımsak,13.0,10.5,0.0
6.87,105.4,54.7,260.4,4.04,0.11,2230.9,MilliTinli,Kereviz,12.5,7.6,0.0
6.62,103.8,54.3,341.2,3.96,0.44,2043.8,MilliTinli,Roka,12.5,8.1,0.0
5.54,56.9,43.8,280.9,2.47,0.22,3114.2,KumluTinli,Uzum,18.1,9.4,6.8
6.5,72.7,24.1,269.9,3.86,0.19,3719.6,Tinli,Limon,15.9,12.3,0.0
6.77,64.1,62.1,348.1,2.81,0.12,1936.3,MilliTinli,Biber,17.2,6.8,0.0
7.67,33.4,30.4,217.9,1.35,0.86,652.8,Killi,Misir,13.7,7.7,0.0
6.76,54.3,16.0,199.9,1.59,0.46,323.9,MilliTinli,Arpa,11.5,9.5,0.0
5.97,78.4,38.1,248.3,3.76,0.39,3521.8,KumluTinli,Kestane,15.4,10.4,0.0
6.16,97.6,54.3,343.2,3.61,0.47,2156.0,KumluTinli,TazeSogan,13.2,8.0,5.0
7.17,70.0,45.3,263.6,3.02,0.65,405.0,Tinli,Pamuk,9.8,4.9,0.0
5.6,40.9,37.4,275.7,3.08,0.3,3468.9,KilliTinli,Badem,20.1,10.4,0.0
6.48,61.1,56.7,327.6,4.46,0.11,2391.0,KumluTinli,Maydanoz,17.9,7.6,5.4
6.88,86.2,39.2,300.0,3.79,0.36,2230.9,TinliKumlu,Sarımsak,14.6,10.1,6.4
6.01,74.2,25.0,288.2,3.57,0.1,3711.5,KumluTinli,Kiraz,16.3,12.3,6.3
6.47,95.7,58.0,378.2,2.43,0.4,5132.0,MilliTinli,Karpuz,13.7,7.1,0.0
6.45,72.9,26.3,235.1,3.08,0.39,3237.8,KilliTinli,Limon,16.6,11.9,0.0
5.67,74.7,41.6,240.8,3.23,0.12,3331.8,KumluTinli,Muz,16.3,9.8,7.4
6.21,77.7,55.2,321.8,2.32,0.43,5369.3,MilliTinli,Karpuz,16.1,7.8,0.0
6.69,90.4,50.7,276.4,3.47,0.26,2215.9,KumluTinli,Sarımsak,14.5,8.5,6.6
7.43,45.5,27.6,162.6,2.29,0.4,677.7,MilliTinli,Fiğ,4.1,8.0,0.0
6.18,71.7,35.2,255.6,2.32,0.36,3268.1,KumluTinli,Kekik,16.1,10.9,0.0
7.16,83.2,35.5,276.1,4.37,0.43,2113.3,KumluTinli,Ispanak,15.0,10.8,6.5
7.26,58.9,34.3,267.7,2.26,0.26,3358.6,Tinli,Cilek,18.3,10.7,0.0
6.91,68.7,35.3,274.0,2.89,0.28,5210.3,MilliTinli,Domates,16.8,10.6,0.0
7.06,95.2,39.4,336.9,3.66,0.2,5556.8,KumluTinli,Kavun,13.5,10.1,5.0
6.71,47.4,32.0,274.4,2.59,0.27,3102.6,KumluTinli,Kivi,19.1,11.1,6.7
6.07,76.5,27.8,185.8,3.65,0.28,3288.8,KumluTinli,Portakal,16.0,11.6,9.3
6.45,77.2,60.9,308.4,3.22,0.26,1733.8,KumluTinli,TazeSogan,16.0,6.7,5.6
7.15,83.1,31.8,279.2,2.23,0.8,5154.1,Killi,SekerPancari,8.2,7.0,0.0
7.26,54.4,22.4,295.9,3.04,0.11,3085.0,KumluTinli,Muz,18.7,12.4,6.3
7.23,63.0,28.4,196.4,2.94,0.24,3260.0,KilliTinli,Safran,17.8,12.0,0.0
6.7,66.2,45.6,278.5,2.66,0.12,1974.3,TinliKumlu,Sarımsak,17.1,9.3,6.7
5.51,69.4,39.2,290.3,2.25,0.19,3074.1,KilliTinli,Kestane,16.6,10.3,0.0
6.9,59.6,37.6,273.7,2.21,0.19,3081.9,Tinli,OglanOtu,17.6,10.5,0.0
6.65,61.8,40.1,228.4,3.74,0.24,3393.2,KilliTinli,Mandalina,17.4,10.1,0.0
7.46,51.1,23.5,204.9,3.63,0.36,3737.2,KumluTinli,Anason,19.0,12.4,0.0
6.44,54.0,23.7,260.5,3.14,0.17,3220.0,KumluTinli,Kekik,18.8,12.5,0.0
6.97,67.5,43.4,270.2,2.97,0.29,2890.3,KumluTinli,Limon,17.2,9.5,6.8
6.65,106.4,51.2,288.4,4.38,0.13,2161.5,TinliKumlu,Marul,11.9,8.4,6.4
7.76,78.7,37.1,248.1,2.79,0.38,5383.6,AgirKilli,Susam,8.7,6.6,0.0
7.38,32.8,23.2,189.4,1.99,0.84,323.4,MilliTinli,Bugday,13.9,8.5,0.0
7.73,48.0,29.5,238.2,1.64,1.09,273.7,MilliTinli,Fiğ,3.9,7.5,0.0
6.22,56.1,26.9,273.3,3.13,0.19,3407.8,Tinli,Kiraz,18.0,11.9,0.0
7.42,71.0,26.1,249.4,3.37,0.18,3291.1,Tinli,Ceviz,16.2,12.1,0.0
6.79,45.8,18.6,231.5,1.27,0.74,283.0,Killi,Bezelye,2.5,9.2,0.0
6.7,56.9,40.4,260.2,3.64,0.13,3594.2,Tinli,Erik,17.8,9.9,0.0
6.74,33.2,16.1,187.4,2.01,0.82,324.7,Tinli,Fasulye,4.6,9.4,0.0
6.77,43.9,28.8,198.6,1.52,0.57,318.7,Killi,Celtik,12.9,7.5,0.0
6.3,90.1,63.1,349.5,3.94,0.38,2221.0,TinliKumlu,Roka,14.3,6.4,4.2
7.2,45.1,34.6,263.8,2.0,0.15,3128.1,Tinli,Rezene,19.9,10.7,0.0
6.18,56.3,37.5,199.0,2.44,0.31,3138.9,KumluTinli,Kivi,18.2,10.1,9.0
6.47,48.0,34.4,191.5,2.79,0.32,3069.8,KumluTinli,Yonca,19.3,10.8,0.0
7.93,60.8,40.5,204.6,2.03,0.69,4359.5,Tinli,Aycicegi,10.9,5.9,0.0
6.44,64.4,36.0,185.6,3.66,0.36,3718.7,KumluTinli,OglanOtu,17.3,10.4,0.0
6.08,67.1,44.5,209.3,3.27,0.38,3292.0,KumluTinli,SiloMisiri,17.2,9.6,0.0
6.79,77.7,52.1,373.5,4.17,0.21,2172.6,KumluTinli,Havuc,15.5,8.1,4.1
7.13,60.6,41.6,231.2,3.75,0.12,3571.8,KumluTinli,YemSalgamı,17.7,9.8,0.0
6.32,41.2,37.0,299.9,3.16,0.2,3343.4,Tinli,Nar,19.8,10.7,0.0
5.98,45.2,22.7,292.8,3.16,0.14,3622.4,Tinli,AntepFistigi,19.5,12.9,0.0
5.75,52.4,23.0,225.9,2.94,0.22,3335.0,KilliTinli,Kekik,18.9,12.8,0.0
6.77,59.7,21.5,240.1,2.41,0.26,3140.0,KumluTinli,Uzum,18.0,12.7,8.0
7.43,45.5,24.3,208.5,2.12,0.18,3470.4,KilliTinli,Anason,19.2,12.5,0.0
6.63,46.8,34.5,280.9,3.53,0.26,3517.7,KumluTinli,Kusburnu,19.2,10.9,0.0
5.65,50.0,43.0,219.7,2.74,0.18,3553.9,Tinli,Lavanta,19.0,9.4,0.0
6.63,82.0,63.2,357.2,3.6,0.16,5556.2,MilliTinli,Kavun,15.2,6.3,0.0
6.16,60.2,33.7,259.0,2.07,0.25,3402.2,KilliTinli,Anason,17.4,11.2,0.0
7.59,63.6,40.6,304.4,2.92,0.42,5516.7,Tinli,YerFistigi,10.5,6.2,0.0
6.11,97.3,43.6,358.2,2.88,0.21,4508.8,TinliKumlu,Hiyar,13.0,9.3,4.6
7.5,68.7,31.5,222.9,3.96,0.12,3640.5,KumluTinli,Seftali,17.0,11.0,8.0
6.19,56.3,33.0,221.5,2.9,0.2,3358.7,Tinli,Zeytin,18.3,11.2,0.0
6.22,89.3,35.6,246.0,3.02,0.23,2154.5,TinliKumlu,Turp,14.4,10.7,7.6
6.49,60.0,40.4,294.7,3.24,0.18,3477.8,Tinli,Cay,17.8,9.9,0.0
6.96,68.8,43.7,180.9,3.52,0.31,3448.6,Tinli,Armut,16.9,9.5,0.0
6.38,55.0,42.3,215.8,3.7,0.19,3365.1,Tinli,Rezene,18.1,9.8,0.0
6.55,108.8,50.9,279.4,2.7,0.43,5535.2,KumluTinli,Hiyar,11.9,8.2,6.9
6.73,52.9,24.6,236.5,3.81,0.1,3541.8,Tinli,Kimyon,18.7,12.2,0.0
5.62,75.4,41.8,298.0,2.75,0.11,3301.3,Tinli,SiloMisiri,15.6,9.8,0.0
7.1,64.2,23.1,186.6,2.7,0.1,3163.3,KilliTinli,Greyfurt,17.0,12.7,0.0
6.11,89.6,55.8,347.0,3.95,0.18,2053.3,MilliTinli,Biber,14.6,7.5,0.0
6.33,97.3,58.1,291.4,3.81,0.28,2024.0,KumluTinli,Sarımsak,13.0,7.5,6.4
6.39,75.8,39.3,345.0,2.75,0.22,5330.1,KumluTinli,Kavun,15.7,9.9,4.6
7.57,39.6,32.9,179.5,1.36,0.41,625.1,Killi,Mercimek,3.9,6.9,0.0
6.75,66.8,40.6,254.2,3.06,0.3,3269.6,KumluTinli,Nar,16.7,9.8,7.8
6.15,57.6,27.6,231.1,3.02,0.15,3382.3,KilliTinli,Cay,18.1,12.0,0.0
6.92,69.3,33.2,181.9,3.59,0.29,3446.7,KilliTinli,Limon,16.7,10.8,0.0
5.84,71.9,33.3,188.1,3.38,0.16,3319.6,KumluTinli,Uzum,16.8,10.7,9.6
7.1,71.2,46.7,261.6,4.13,0.46,2045.3,KumluTinli,Turp,16.5,8.8,6.9
6.12,59.0,26.7,293.8,3.72,0.23,3561.2,KilliTinli,Kestane,17.8,12.0,0.0
6.83,40.2,33.3,200.3,1.53,0.71,302.9,MilliTinli,Fiğ,3.9,6.7,0.0
5.85,43.5,25.9,218.2,2.62,0.27,3494.2,KumluTinli,Cilek,19.8,12.0,8.4
6.6,107.5,56.1,341.5,3.95,0.12,2093.8,MilliTinli,TazeSogan,12.3,7.4,0.0
7.65,66.5,35.5,210.8,2.66,0.45,5522.7,AgirKilli,Soya,10.0,7.0,0.0
6.9,71.3,61.3,289.5,2.54,0.22,2025.6,TinliKumlu,Marul,16.6,6.7,6.6
7.2,94.9,63.0,318.9,4.42,0.43,2331.9,MilliTinli,Prasa,13.9,6.3,0.0
7.24,72.8,32.3,226.0,3.63,0.15,3714.5,Tinli,Limon,16.0,11.1,0.0
7.28,33.5,26.5,166.4,1.81,0.99,643.9,MilliTinli,Mercimek,2.7,8.2,0.0
5.92,50.7,36.4,232.6,2.66,0.27,3345.1,KumluTinli,Papatya,19.2,10.3,0.0
6.41,80.4,63.6,299.4,3.72,0.31,2123.2,KumluTinli,Biber,15.2,6.2,5.7
6.72,92.9,38.7,259.3,3.85,0.37,2190.5,TinliKumlu,Marul,13.6,10.0,7.0
5.87,66.8,28.3,237.2,3.02,0.36,3501.4,KilliTinli,Kiraz,16.8,11.5,0.0
6.95,46.4,21.9,290.8,2.12,0.18,3331.2,KumluTinli,Cilek,19.8,12.5,6.2
7.0,76.1,28.6,224.5,2.93,0.26,3602.3,KilliTinli,Korunga,15.5,12.0,0.0
