pH,EC,Sertlik,Nitrat,Nitrit,Sodyum,Klor,SulamayaUygun
7.71,0.35,21.4,6.5,0.033,21.5,20.9,True
6.82,0.33,19.7,7.6,0.032,32.3,39.1,True
8.68,2.47,62.2,70.7,1.918,292.0,392.2,False
7.09,0.67,12.6,12.1,0.038,19.3,48.1,True
7.3,0.52,18.2,10.6,0.011,11.0,16.8,True
7.37,0.69,12.5,16.9,0.03,43.6,57.3,True
6.64,0.69,15.0,6.4,0.038,16.7,20.6,True
7.63,0.51,12.4,22.3,0.022,25.2,25.6,True
5.3,4.27,52.8,74.9,1.703,186.1,301.2,False
6.65,0.61,18.4,13.9,0.039,19.4,59.6,True
7.27,0.61,14.2,23.1,0.011,26.2,41.6,True
7.71,0.22,20.2,10.1,0.039,45.0,25.5,True
7.34,0.71,21.1,18.9,0.02,40.1,57.8,True
7.03,0.61,20.6,7.5,0.033,14.3,40.0,True
9.44,3.82,51.1,76.1,1.628,170.9,261.9,False
7.28,0.7,11.1,10.8,0.023,37.0,30.5,True
5.21,3.65,58.5,53.2,0.832,191.4,386.7,False
7.25,0.48,16.3,15.0,0.032,15.1,16.3,True
9.41,3.51,40.2,82.8,1.31,201.8,233.2,False
8.55,2.53,41.5,69.0,1.652,265.6,319.3,False
6.62,0.59,15.2,11.2,0.02,12.1,18.8,True
5.34,4.41,49.0,64.8,1.789,248.9,241.4,False
7.78,0.49,19.4,5.8,0.031,39.1,19.9,True
7.22,0.34,19.8,9.3,0.011,31.6,54.1,True
7.3,0.28,20.9,16.2,0.035,26.6,47.9,True
9.35,3.36,56.6,66.7,1.585,266.8,304.9,False
5.43,3.52,37.4,79.0,1.217,253.6,223.3,False
4.63,2.98,63.8,50.5,1.918,173.8,310.6,False
4.72,3.34,56.9,88.5,1.984,264.8,373.0,False
6.84,0.67,10.7,16.6,0.031,16.8,25.7,True
7.27,0.58,20.6,24.5,0.038,36.9,33.2,True
7.55,0.4,17.5,11.7,0.029,22.4,32.1,True
7.43,0.78,21.1,10.5,0.028,24.4,25.3,True
6.91,0.55,13.8,7.2,0.016,26.0,21.7,True
6.58,0.64,14.5,23.5,0.036,27.4,18.7,True
7.3,0.9,18.2,15.1,0.035,26.5,35.3,True
7.33,0.86,14.4,24.2,0.018,23.7,49.4,True
7.06,0.75,18.1,24.9,0.02,16.6,18.0,True
6.6,0.38,14.5,9.3,0.036,16.5,50.7,True
5.31,3.76,60.5,84.5,1.331,268.6,242.0,False
7.55,0.56,19.8,8.3,0.014,24.0,53.7,True
7.6,0.48,12.6,24.5,0.029,16.5,54.2,True
7.12,0.21,21.7,10.4,0.005,40.2,18.0,True
7.39,0.77,17.8,13.7,0.029,42.6,27.9,True
7.14,0.73,12.4,23.2,0.035,30.8,50.0,True
7.61,0.38,11.6,12.7,0.011,27.7,48.0,True
6.94,0.52,20.6,24.5,0.037,27.5,36.2,True
7.07,0.65,15.2,9.1,0.017,31.1,18.9,True
7.02,0.61,15.9,13.6,0.015,22.9,45.5,True
8.7,2.99,48.6,84.0,0.677,209.2,209.3,False
6.83,0.34,15.0,8.4,0.024,24.9,21.2,True
8.87,3.45,38.3,73.8,1.08,256.3,295.0,False
6.54,0.57,21.8,11.9,0.038,14.3,41.5,True
4.91,4.34,40.0,75.9,1.45,194.4,213.9,False
9.59,3.11,47.6,73.1,1.517,151.8,325.4,False
5.74,3.17,45.4,83.9,0.999,216.1,212.7,False
7.51,0.24,21.0,14.0,0.028,23.1,27.0,True
7.16,0.45,15.3,15.0,0.02,12.4,50.4,True
7.04,0.3,16.1,16.0,0.011,34.4,20.1,True
7.58,0.49,13.1,9.1,0.017,22.1,21.4,True
7.56,0.56,18.9,7.8,0.012,16.9,21.0,True
7.13,0.48,10.3,21.9,0.038,28.5,35.1,True
7.73,0.26,21.2,16.0,0.038,27.3,17.0,True
7.37,0.66,15.2,12.8,0.015,42.1,31.6,True
6.85,0.26,18.1,19.3,0.028,18.2,43.3,True
5.72,4.15,60.2,87.3,0.86,286.6,284.6,False
8.62,3.79,62.8,77.4,0.991,252.3,312.1,False
9.41,3.86,43.8,72.0,0.988,248.3,237.8,False
7.57,0.6,20.7,22.7,0.038,16.4,34.0,True
7.5,0.78,12.7,10.1,0.018,18.8,39.3,True
7.78,0.76,15.0,11.4,0.01,27.0,55.8,True
6.57,0.75,15.7,18.6,0.036,18.9,41.0,True
7.21,0.4,13.3,22.4,0.029,17.5,36.5,True
7.14,0.24,15.9,10.6,0.031,22.7,15.6,True
5.27,2.81,58.1,86.1,1.731,247.0,304.0,False
6.88,0.38,14.9,11.4,0.037,32.0,41.2,True
6.96,0.64,10.6,23.7,0.039,42.7,25.7,True
7.74,0.66,17.3,6.9,0.039,13.2,27.1,True
6.77,0.88,11.3,19.6,0.005,14.3,53.4,True
8.42,3.52,51.7,72.0,1.063,293.2,318.7,False
7.51,0.25,12.9,8.4,0.021,34.8,25.9,True
7.7,0.35,12.9,19.4,0.031,24.3,18.4,True
7.77,0.56,14.6,16.6,0.016,16.2,22.4,True
7.09,0.71,10.1,16.9,0.023,28.0,42.2,True
7.34,0.8,12.7,20.7,0.015,38.5,38.2,True
7.1,0.26,15.7,17.6,0.021,24.6,25.6,True
7.66,0.54,14.7,23.1,0.038,25.8,15.9,True
6.53,0.89,12.8,23.6,0.019,15.8,33.9,True
9.09,4.31,46.7,59.6,1.994,159.6,257.4,False
7.55,0.31,11.1,17.1,0.039,25.0,51.7,True
7.47,0.49,17.2,7.0,0.038,14.9,44.2,True
7.19,0.29,13.1,6.0,0.029,27.4,16.4,True
4.5,3.84,52.2,68.3,0.759,189.6,271.1,False
7.28,0.24,12.9,20.7,0.038,44.3,47.3,True
6.95,0.86,18.6,19.8,0.011,30.0,25.4,True
6.74,0.23,19.2,14.6,0.019,22.8,37.7,True
7.35,0.22,16.2,5.9,0.037,34.7,18.8,True
7.56,0.61,18.2,8.1,0.03,11.9,29.4,True
7.51,0.87,19.2,9.1,0.017,22.9,34.7,True
9.26,4.06,41.6,59.2,0.598,257.1,325.2,False
6.98,0.29,20.7,24.6,0.027,37.8,46.4,True
6.54,0.48,20.7,20.4,0.026,36.1,17.4,True
5.5,3.42,40.2,58.5,1.763,213.6,228.8,False
5.75,2.75,36.9,89.0,0.786,241.4,214.3,False
7.09,0.24,14.0,9.1,0.034,35.8,17.7,True
5.55,3.23,61.2,57.7,1.057,196.9,317.1,False
7.21,0.37,20.4,20.5,0.027,23.0,29.8,True
9.63,3.36,58.9,53.3,0.581,182.7,289.6,False
7.35,0.64,20.7,16.6,0.011,22.6,45.3,True
7.6,0.32,17.2,20.8,0.005,25.1,26.8,True
7.41,0.71,17.6,13.9,0.006,30.1,42.5,True
6.94,0.37,15.2,14.5,0.025,34.1,42.8,True
9.68,3.11,50.7,55.3,1.621,258.8,343.4,False
6.73,0.23,13.7,22.5,0.007,40.7,24.8,True
7.05,0.23,16.6,11.6,0.04,30.9,24.7,True
6.64,0.26,19.8,21.2,0.011,29.8,16.8,True
7.1,0.58,21.1,20.7,0.018,37.2,58.8,True
7.73,0.38,12.4,8.4,0.026,23.8,41.3,True
6.92,0.45,17.0,24.3,0.032,18.8,19.4,True
7.64,0.3,16.4,14.6,0.036,28.5,25.4,True
7.76,0.33,13.9,11.1,0.032,39.3,27.8,True
4.77,4.02,44.1,70.2,1.307,189.0,313.3,False
6.58,0.62,12.5,6.8,0.032,10.0,39.7,True
9.03,4.05,55.9,57.4,0.662,231.5,332.1,False
7.31,0.38,18.4,7.7,0.013,35.4,25.6,True
6.78,0.25,20.9,18.1,0.034,31.6,22.2,True
5.1,4.33,54.0,69.5,1.717,238.7,363.8,False
7.32,0.73,18.4,6.9,0.013,13.8,51.4,True
6.65,0.51,16.6,24.1,0.017,33.4,15.5,True
7.28,0.75,20.2,6.5,0.025,44.6,49.0,True
6.55,0.74,17.9,21.9,0.015,29.4,58.1,True
6.85,0.39,11.2,9.0,0.025,17.9,41.2,True
7.55,0.81,18.0,17.5,0.015,26.3,25.4,True
5.76,4.09,63.9,79.2,1.102,272.4,251.5,False
6.83,0.85,15.6,11.1,0.038,17.2,37.2,True
6.75,0.58,16.1,14.3,0.018,21.4,23.5,True
7.75,0.54,21.2,23.3,0.011,42.2,26.5,True
6.6,0.63,14.9,5.1,0.02,35.9,21.0,True
4.79,2.63,57.3,81.6,1.704,286.5,370.3,False
8.94,2.73,51.6,58.5,1.41,213.0,361.7,False
6.96,0.69,16.6,7.8,0.034,21.7,54.5,True
7.58,0.51,11.3,11.3,0.031,30.6,49.7,True
8.96,3.77,61.6,86.0,1.605,271.2,240.7,False
7.76,0.35,14.2,17.9,0.012,16.3,34.9,True
7.01,0.37,20.9,23.0,0.036,41.9,49.4,True
4.67,2.59,50.8,70.6,1.924,263.3,306.7,False
7.05,0.31,18.0,13.7,0.009,22.0,17.1,True
7.45,0.35,16.8,22.5,0.033,43.0,15.9,True
7.64,0.54,19.7,21.9,0.018,11.0,31.4,True
7.08,0.39,17.4,24.5,0.007,37.6,17.7,True
7.6,0.52,15.2,8.7,0.03,21.9,43.2,True
8.5,2.3,56.9,84.6,1.807,145.1,375.1,False
6.59,0.8,17.2,5.5,0.032,13.7,52.8,True
9.45,3.27,56.2,74.3,1.272,272.7,260.4,False
6.98,0.86,17.5,17.9,0.036,14.0,19.5,True
9.24,2.58,56.6,89.3,1.248,297.0,247.9,False
6.68,0.44,21.8,23.6,0.014,21.0,39.3,True
7.54,0.63,21.4,10.9,0.009,35.1,59.4,True
6.9,0.79,19.3,6.3,0.022,32.5,15.7,True
4.87,2.35,61.8,89.7,0.715,185.6,195.6,False
7.31,0.75,13.2,10.8,0.036,18.0,45.6,True
7.03,0.8,15.7,20.6,0.007,27.2,52.1,True
7.26,0.9,20.8,17.7,0.023,16.7,53.0,True
7.66,0.43,20.2,13.7,0.01,40.3,37.0,True
7.8,0.64,16.3,15.8,0.021,34.1,53.0,True
7.63,0.6,12.5,19.7,0.006,17.6,25.2,True
9.45,2.3,38.4,61.4,1.551,289.8,271.5,False
4.55,3.59,58.0,66.8,0.512,286.9,343.0,False
9.02,4.38,47.0,52.8,0.534,279.8,290.5,False
5.03,4.37,49.1,63.6,0.532,196.8,321.4,False
7.16,0.62,11.2,9.9,0.006,37.2,27.2,True
7.57,0.37,19.3,20.7,0.011,13.1,42.1,True
6.82,0.39,16.7,14.3,0.008,17.7,40.0,True
8.7,3.1,53.9,51.4,1.711,182.1,301.9,False
7.3,0.74,12.8,7.7,0.025,36.1,34.0,True
9.64,3.35,62.3,79.2,0.762,266.9,358.5,False
7.8,0.57,11.5,6.6,0.012,41.3,37.1,True
8.79,2.73,59.8,72.6,1.035,295.4,341.4,False
6.92,0.4,11.2,22.4,0.033,37.7,22.9,True
7.08,0.66,19.1,23.0,0.039,36.9,25.8,True
6.88,0.26,12.3,24.7,0.035,22.1,52.4,True
7.31,0.27,15.6,12.9,0.006,20.0,48.4,True
7.11,0.33,15.3,8.1,0.027,10.6,34.3,True
5.46,2.86,55.5,86.6,1.276,277.9,386.5,False
7.64,0.5,13.3,5.6,0.025,17.5,47.8,True
6.94,0.81,16.8,8.6,0.03,12.2,55.2,True
7.57,0.47,17.7,14.5,0.021,26.6,27.6,True
7.15,0.67,20.4,16.6,0.026,27.7,56.6,True
6.98,0.72,15.4,7.9,0.037,22.0,35.6,True
7.04,0.3,19.3,8.0,0.031,13.6,39.5,True
7.48,0.23,19.5,13.4,0.006,39.7,58.0,True
6.63,0.75,16.8,12.5,0.01,33.5,52.7,True
7.32,0.48,11.5,18.9,0.034,32.5,41.1,True
7.08,0.33,14.9,5.9,0.01,39.1,56.6,True
6.94,0.55,10.5,24.8,0.03,14.0,16.9,True
9.64,4.25,54.9,54.8,0.641,262.3,333.6,False
7.28,0.22,14.8,14.0,0.036,34.9,25.5,True
5.78,3.87,56.8,68.1,1.346,155.4,394.3,False
7.37,0.89,13.1,24.9,0.007,31.3,57.0,True
7.62,0.78,16.6,13.0,0.012,31.6,39.6,True
6.68,0.34,16.0,24.4,0.038,13.3,41.2,True
6.95,0.64,10.1,22.3,0.032,18.2,28.9,True
6.5,0.38,10.6,5.6,0.04,36.8,30.1,True
7.76,0.72,19.5,21.3,0.029,17.1,58.7,True
7.07,0.76,18.2,18.1,0.03,24.7,33.6,True
7.21,0.48,11.3,20.7,0.033,44.0,38.0,True
8.3,3.71,41.2,74.1,1.842,257.0,219.3,False
6.98,0.23,12.7,11.3,0.03,34.4,54.8,True
7.72,0.45,18.5,13.2,0.025,25.4,33.7,True
6.64,0.61,13.2,20.5,0.02,30.0,20.0,True
6.75,0.27,10.2,20.0,0.037,41.3,43.5,True
7.08,0.47,16.6,19.8,0.017,27.3,44.4,True
7.75,0.62,15.2,20.7,0.032,43.1,42.6,True
6.84,0.28,20.7,24.0,0.014,44.2,39.8,True
4.94,4.28,35.6,87.0,1.107,175.2,395.2,False
7.71,0.38,15.4,10.8,0.025,41.6,44.4,True
7.59,0.21,16.6,16.6,0.016,38.1,55.9,True
7.77,0.72,13.1,22.8,0.006,10.4,29.6,True
7.45,0.83,19.5,11.0,0.035,12.2,48.1,True
4.58,4.07,37.7,56.0,0.801,285.6,266.0,False
7.55,0.52,14.1,22.2,0.035,37.5,24.2,True
4.81,2.4,46.3,81.0,0.888,272.5,310.4,False
6.8,0.79,21.2,24.8,0.029,29.6,55.1,True
7.5,0.73,15.3,22.2,0.021,43.6,16.8,True
7.51,0.44,12.0,7.8,0.034,18.3,24.9,True
7.63,0.72,10.2,11.1,0.023,11.0,58.1,True
9.11,2.52,49.8,73.5,1.977,231.0,382.6,False
7.11,0.76,17.5,22.8,0.017,39.7,50.5,True
7.04,0.76,10.4,15.4,0.03,37.8,22.0,True
4.99,3.62,42.1,80.5,1.86,216.2,373.2,False
5.01,2.82,38.4,88.1,1.059,142.2,193.4,False
4.98,3.92,42.9,73.7,1.149,188.0,249.7,False
4.96,3.73,35.8,77.5,0.774,271.3,215.0,False
7.72,0.3,17.0,21.3,0.029,24.9,51.1,True
7.17,0.4,14.2,22.3,0.025,41.4,54.0,True
7.18,0.87,16.4,20.9,0.032,18.9,39.2,True
5.76,3.41,56.8,62.0,0.787,150.9,290.1,False
6.7,0.25,17.4,19.7,0.023,34.3,47.4,True
7.75,0.88,11.4,12.1,0.031,29.6,40.9,True
7.75,0.61,21.2,20.3,0.04,17.5,38.4,True
7.26,0.67,12.7,5.7,0.006,22.6,20.7,True
7.21,0.67,15.0,11.2,0.027,27.4,52.3,True
7.29,0.43,16.4,12.6,0.036,24.9,52.7,True
6.95,0.43,11.4,6.4,0.035,21.3,40.2,True
6.59,0.39,20.4,24.9,0.02,26.4,32.7,True
7.6,0.79,10.4,19.3,0.014,17.8,40.3,True
6.53,0.51,21.1,17.8,0.035,11.5,32.0,True
7.77,0.84,14.8,18.3,0.024,38.6,53.8,True
7.66,0.72,19.2,18.0,0.037,20.9,27.0,True
6.72,0.44,11.7,16.3,0.038,27.4,35.1,True
7.58,0.39,14.3,5.8,0.032,12.5,33.9,True
6.63,0.35,11.4,24.2,0.03,33.0,57.8,True
6.56,0.45,11.2,6.0,0.008,24.7,46.2,True
6.82,0.22,17.1,21.7,0.012,33.8,15.2,True
7.52,0.31,13.9,16.1,0.013,10.9,15.9,True
7.59,0.22,13.9,20.0,0.034,16.3,31.0,True
7.44,0.64,21.5,11.6,0.016,37.3,22.1,True
6.8,0.44,18.8,11.0,0.025,10.0,20.1,True
6.52,0.53,17.9,24.0,0.027,16.3,55.8,True
6.57,0.58,21.2,15.7,0.01,25.4,19.8,True
4.69,3.66,54.5,70.9,1.732,287.6,235.2,False
7.19,0.9,19.9,24.7,0.005,29.5,28.1,True
8.58,2.58,57.6,62.1,1.826,155.7,301.4,False
7.08,0.52,11.1,8.3,0.02,23.2,21.4,True
7.03,0.29,10.7,21.5,0.032,42.6,36.5,True
6.74,0.2,11.0,5.5,0.02,15.5,27.9,True
7.2,0.22,11.9,22.1,0.028,39.0,40.2,True
7.06,0.45,21.0,17.0,0.034,15.1,20.7,True
7.18,0.87,11.9,11.0,0.013,17.7,18.5,True
7.12,0.71,19.7,19.7,0.011,42.4,37.4,True
4.62,4.04,41.8,51.2,1.282,167.8,196.5,False
5.22,3.21,45.5,61.2,1.686,177.0,369.6,False
7.25,0.7,20.2,9.8,0.01,31.6,31.5,True
6.76,0.37,15.7,18.2,0.031,10.7,16.7,True
8.99,3.21,50.2,52.8,1.04,147.8,263.5,False
7.1,0.87,10.8,16.9,0.01,12.6,27.8,True
7.03,0.57,16.0,16.7,0.039,34.7,53.9,True
7.56,0.31,10.1,16.2,0.028,17.8,15.8,True
7.47,0.56,11.0,9.4,0.007,43.8,52.2,True
5.24,4.06,59.5,88.9,1.7,228.8,358.9,False
6.7,0.78,18.4,12.3,0.019,33.7,43.7,True
5.61,4.24,62.8,67.4,0.785,142.2,199.2,False
6.57,0.57,12.0,13.6,0.039,44.3,59.3,True
7.06,0.29,20.9,15.7,0.025,13.6,50.7,True
9.71,3.84,58.7,66.7,1.408,182.3,337.5,False
7.53,0.35,15.2,10.8,0.021,11.8,36.4,True
9.1,3.1,40.7,63.3,0.556,219.4,280.4,False
6.9,0.86,20.6,14.5,0.014,14.5,51.0,True
5.38,3.96,61.7,71.3,0.634,157.5,237.0,False
7.63,0.86,11.9,16.6,0.023,28.8,18.1,True
7.21,0.61,13.1,23.9,0.04,15.7,18.4,True
6.63,0.6,20.5,22.5,0.007,37.8,54.6,True
7.25,0.24,14.1,11.7,0.007,13.7,40.7,True
4.97,3.04,44.4,54.9,1.943,192.6,368.6,False
9.61,3.73,62.2,67.9,1.343,176.1,330.7,False
7.7,0.71,18.3,16.5,0.025,25.1,34.8,True
7.18,0.82,12.5,9.3,0.035,27.8,46.1,True
4.83,3.7,43.8,83.5,1.17,157.5,240.2,False
7.43,0.59,20.3,6.2,0.032,36.7,25.4,True
6.67,0.82,18.5,24.9,0.03,39.6,58.1,True
7.69,0.69,18.0,13.7,0.018,36.1,42.5,True
5.29,4.38,63.0,65.0,1.844,299.0,374.8,False
7.12,0.75,14.8,24.3,0.011,27.7,22.4,True
7.78,0.3,10.6,21.5,0.014,27.7,52.5,True
4.86,4.16,49.1,62.5,1.611,276.1,199.0,False
6.87,0.31,10.3,7.7,0.034,15.5,15.1,True
7.53,0.53,17.8,8.5,0.01,29.6,23.0,True
5.32,2.92,49.9,84.5,0.597,276.8,259.6,False
7.3,0.45,12.5,21.0,0.033,38.5,29.9,True
6.53,0.56,18.6,24.5,0.022,29.5,29.5,True
7.52,0.84,14.8,14.3,0.03,15.4,52.8,True
7.53,0.51,18.9,23.9,0.027,33.9,30.3,True
5.46,4.44,38.5,73.2,0.602,298.4,322.5,False
6.7,0.84,15.6,10.8,0.04,41.5,34.4,True
7.29,0.8,20.8,17.9,0.033,36.6,15.9,True
9.68,2.48,49.6,83.0,1.191,141.8,359.7,False
7.17,0.78,14.3,15.6,0.038,36.1,32.6,True
7.37,0.38,15.5,20.7,0.035,31.2,35.3,True
6.62,0.37,15.3,15.8,0.023,35.4,20.8,True
7.48,0.65,16.9,5.1,0.035,41.9,46.6,True
9.58,2.95,45.2,85.1,1.553,292.9,291.2,False
7.31,0.71,19.4,14.0,0.014,43.7,56.7,True
6.89,0.87,21.8,6.5,0.029,41.0,57.8,True
4.57,3.16,63.3,83.1,0.916,197.9,317.7,False
9.73,4.3,37.7,64.4,1.808,164.7,334.4,False
6.57,0.61,14.5,9.7,0.016,43.6,29.5,True
6.91,0.46,17.4,24.4,0.022,34.8,23.1,True
7.22,0.49,13.4,5.2,0.01,38.4,21.2,True
6.63,0.4,10.5,8.0,0.022,18.2,36.6,True
7.16,0.34,12.1,6.3,0.008,16.1,15.6,True
5.31,3.13,38.3,67.2,0.705,250.4,212.1,False
4.86,3.11,56.2,58.7,1.456,216.7,214.9,False
7.52,0.66,10.3,23.1,0.022,37.0,39.8,True
7.64,0.6,13.1,16.9,0.038,10.7,57.8,True
4.53,3.46,53.3,73.3,0.704,147.9,340.8,False
7.58,0.56,15.8,9.0,0.033,27.9,23.3,True
6.88,0.89,20.8,6.9,0.014,32.0,26.2,True
6.5,0.85,12.4,21.7,0.014,21.3,24.3,True
7.64,0.31,18.4,12.0,0.014,42.7,54.8,True
5.72,4.49,63.4,78.2,1.557,256.1,370.9,False
7.29,0.47,10.5,19.6,0.008,35.2,52.5,True
9.63,2.9,36.5,88.7,1.239,158.7,330.3,False
7.2,0.69,18.6,22.3,0.033,34.2,24.2,True
7.48,0.4,17.9,16.4,0.02,21.9,46.5,True
9.72,3.52,57.2,55.4,1.32,177.9,376.2,False
4.76,3.67,36.6,80.2,0.825,249.5,333.3,False
7.36,0.76,16.6,8.7,0.029,11.6,35.7,True
8.93,2.87,50.2,86.3,1.699,274.0,262.3,False
7.67,0.63,10.6,23.0,0.036,36.5,56.8,True
7.27,0.48,17.4,20.6,0.006,22.4,30.8,True
7.27,0.62,16.1,5.9,0.016,25.4,36.9,True
5.1,3.67,45.5,83.3,0.687,294.2,202.6,False
6.98,0.37,15.2,23.3,0.026,12.9,28.4,True
7.17,0.82,10.0,6.1,0.028,22.9,55.2,True
7.78,0.77,19.9,16.0,0.006,38.6,36.3,True
9.77,3.66,54.2,54.4,1.661,234.7,294.5,False
6.96,0.74,17.2,23.4,0.022,31.3,40.9,True
7.64,0.66,13.2,23.4,0.037,43.0,48.2,True
5.65,2.26,64.6,59.4,0.562,211.8,334.1,False
7.69,0.64,16.5,24.7,0.034,10.5,25.7,True
7.41,0.42,16.2,5.4,0.029,23.2,46.7,True
7.22,0.29,14.3,11.8,0.025,30.0,32.6,True
5.26,3.15,39.0,65.8,0.838,210.8,314.3,False
6.6,0.24,19.6,17.3,0.007,20.1,26.6,True
7.48,0.43,14.3,9.5,0.031,44.8,17.8,True
7.71,0.51,15.3,8.7,0.008,18.7,54.6,True
7.25,0.48,15.7,20.1,0.006,12.3,15.0,True
7.46,0.68,16.4,17.0,0.024,14.0,29.3,True
6.86,0.81,20.7,9.2,0.006,19.7,52.1,True
6.65,0.67,17.1,9.7,0.014,16.5,55.1,True
7.08,0.89,17.0,17.1,0.04,19.4,49.7,True
7.14,0.56,17.9,6.3,0.017,18.6,33.1,True
9.31,3.53,50.9,75.5,1.125,197.0,396.9,False
6.73,0.49,18.4,19.4,0.026,39.2,42.8,True
7.06,0.84,20.8,12.4,0.012,41.5,33.7,True
6.75,0.76,17.4,10.5,0.032,30.8,36.5,True
5.16,4.01,51.6,77.9,0.545,161.9,296.6,False
6.75,0.5,12.7,8.8,0.009,19.4,45.3,True
9.41,2.37,40.9,81.6,1.704,286.0,328.9,False
7.54,0.72,20.5,10.0,0.008,13.7,39.5,True
6.96,0.5,17.9,13.8,0.032,34.2,29.6,True
7.42,0.81,17.3,7.3,0.034,40.2,40.2,True
9.53,4.28,50.2,56.8,1.953,201.3,387.4,False
7.13,0.24,15.9,12.3,0.007,13.8,40.7,True
9.76,3.37,48.2,88.3,1.851,179.3,278.1,False
7.78,0.79,10.5,11.4,0.011,16.3,22.3,True
4.98,3.04,62.6,68.4,1.233,281.8,203.1,False
7.67,0.36,17.1,8.7,0.01,18.4,25.3,True
8.59,3.15,58.0,54.7,0.972,212.4,350.1,False
7.45,0.53,19.1,15.2,0.016,14.9,38.2,True
6.67,0.61,18.6,19.2,0.021,31.3,27.6,True
7.22,0.67,13.0,12.2,0.024,18.1,57.3,True
9.31,3.95,60.6,77.3,1.883,239.2,275.2,False
7.69,0.54,15.4,16.2,0.011,38.1,16.5,True
7.58,0.6,10.6,15.8,0.011,14.9,40.3,True
7.36,0.79,21.9,9.0,0.033,14.1,45.7,True
7.06,0.38,12.0,15.7,0.018,35.9,26.1,True
7.55,0.73,18.2,13.4,0.009,21.1,46.5,True
6.54,0.59,16.7,22.4,0.009,23.0,25.4,True
7.52,0.88,13.7,18.4,0.012,30.6,29.7,True
7.65,0.57,18.6,5.9,0.028,39.7,45.6,True
7.18,0.2,11.1,15.8,0.04,23.2,50.9,True
5.67,2.82,58.4,54.7,0.782,174.1,320.8,False
6.86,0.25,10.1,23.1,0.025,13.8,30.8,True
6.83,0.4,13.9,10.1,0.007,42.2,55.5,True
6.55,0.8,18.8,19.4,0.028,24.5,55.0,True
7.78,0.71,16.5,16.6,0.029,42.2,17.9,True
7.34,0.21,21.1,16.9,0.034,16.5,43.2,True
6.99,0.23,15.5,19.3,0.036,33.3,47.6,True
7.14,0.31,13.3,22.6,0.026,44.5,57.7,True
6.85,0.45,13.4,19.7,0.012,34.1,28.1,True
5.7,4.11,40.2,72.5,1.512,284.6,316.8,False
4.57,2.69,59.5,50.1,0.757,166.6,311.9,False
7.32,0.74,16.0,9.1,0.037,41.4,32.2,True
5.02,3.73,64.9,51.6,0.917,152.7,324.0,False
7.72,0.31,18.0,20.3,0.032,36.6,22.5,True
7.31,0.71,15.3,13.4,0.013,29.5,46.2,True
7.57,0.61,12.6,21.7,0.013,40.8,31.1,True
4.92,4.07,60.6,82.1,1.066,268.9,300.0,False
6.53,0.47,17.1,10.8,0.033,39.5,33.9,True
7.42,0.6,11.8,18.5,0.028,40.9,24.5,True
7.78,0.22,16.6,18.4,0.02,14.7,23.0,True
5.14,3.08,36.5,63.2,1.407,189.0,355.4,False
4.63,3.81,39.2,52.2,1.996,231.0,336.7,False
7.46,0.58,13.5,8.8,0.013,24.1,36.8,True
6.78,0.53,17.4,10.7,0.032,31.2,56.8,True
7.66,0.37,11.2,14.3,0.026,20.1,29.6,True
6.77,0.22,20.8,5.4,0.006,30.1,23.4,True
6.88,0.7,12.9,15.3,0.027,26.8,16.9,True
9.68,2.6,46.0,64.9,0.622,155.7,394.2,False
9.34,3.12,38.1,75.2,0.838,190.8,369.6,False
7.05,0.27,17.2,8.2,0.025,18.3,56.3,True
6.78,0.24,11.1,24.1,0.021,17.0,58.4,True
6.72,0.26,18.4,19.5,0.039,39.5,16.1,True
7.33,0.25,17.0,6.6,0.022,18.0,21.4,True
6.61,0.8,15.0,10.9,0.025,29.0,23.4,True
6.75,0.88,11.5,11.5,0.039,35.3,40.3,True
6.94,0.39,10.6,9.1,0.027,20.9,21.9,True
6.69,0.43,13.6,19.8,0.018,17.1,21.5,True
7.23,0.41,14.2,15.9,0.03,40.0,59.9,True
7.36,0.68,13.8,18.2,0.036,22.2,47.4,True
6.62,0.48,10.4,11.3,0.019,17.5,58.2,True
7.66,0.67,10.0,24.4,0.03,26.9,15.7,True
7.07,0.81,17.0,18.0,0.014,21.5,16.8,True
7.33,0.22,17.8,7.3,0.005,12.1,24.8,True
6.5,0.38,10.6,23.0,0.029,11.0,17.2,True
7.0,0.22,10.2,19.0,0.028,19.9,24.6,True
7.42,0.61,11.9,6.5,0.038,22.2,53.2,True
7.27,0.51,18.7,19.2,0.038,34.0,46.6,True
7.38,0.67,21.7,17.3,0.034,35.4,15.5,True
7.51,0.74,14.0,12.4,0.022,31.0,58.1,True
4.6,2.61,54.4,86.0,0.947,204.4,199.8,False
7.77,0.89,20.4,23.1,0.006,34.0,19.6,True
9.2,4.21,61.5,55.3,0.56,295.0,234.3,False
8.62,2.31,55.0,87.4,1.079,263.5,347.9,False
7.1,0.79,16.6,16.4,0.03,20.2,32.1,True
9.01,3.1,39.1,78.8,1.526,277.5,319.1,False
6.9,0.81,19.1,12.0,0.016,16.5,31.1,True
7.58,0.26,21.4,8.1,0.021,42.7,54.7,True
5.49,3.45,37.7,77.8,1.111,235.6,208.3,False
7.57,0.4,12.2,5.1,0.016,22.5,33.0,True
6.55,0.63,20.2,16.5,0.037,11.1,36.8,True
6.82,0.22,19.0,11.2,0.008,20.1,34.5,True
7.1,0.56,14.9,20.8,0.022,20.7,36.9,True
8.48,2.55,56.4,60.7,1.127,186.4,318.0,False
