Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
56.6,28.7,252.4,5.65,2.44,0.15,KumluTinli,Korunga,624.2,18.9,1,1,3451
44.8,43.8,245.6,5.82,3.37,0.28,KumluTinli,Nar,741.0,15.0,0,1,3303
78.5,23.6,293.9,7.21,2.45,0.27,KilliTinli,Kiraz,851.8,18.4,1,1,3138
43.7,42.8,226.4,6.49,3.14,0.38,Tinli,OglanOtu,571.2,18.9,1,1,3443
69.1,37.4,269.1,6.57,2.34,0.28,KilliTinli,Kusburnu,762.5,19.4,1,1,3244
62.1,34.1,242.9,7.14,2.25,0.29,KumluTinli,Nane,691.0,19.9,1,1,3183
57.6,43.7,226.5,5.86,2.44,0.28,KumluTinli,Seftali,609.0,17.9,0,1,3431
60.3,59.8,243.9,7.01,3.79,0.18,MilliTinli,Patlican,252.7,24.9,1,1,2202
68.9,43.7,204.8,5.82,2.45,0.34,Tinli,Kimyon,864.3,17.5,1,1,3343
58.0,23.4,247.6,6.45,2.92,0.2,KilliTinli,Lavanta,619.2,19.2,1,1,3188
54.2,28.2,266.3,5.87,3.1,0.17,Tinli,Cilek,696.6,18.3,0,1,3636
40.9,27.6,194.6,5.76,3.24,0.17,KilliTinli,Visne,847.2,12.9,1,1,3264
63.4,24.9,231.2,6.3,3.66,0.29,KumluTinli,Anason,851.3,16.2,0,0,3317
108.1,57.3,271.6,7.06,4.34,0.49,MilliTinli,Havuc,461.3,22.9,1,1,2208
48.4,43.6,280.6,7.12,2.88,0.25,Tinli,Kusburnu,593.6,18.6,1,1,3394
44.8,36.0,225.2,7.34,2.64,0.15,KumluTinli,Visne,645.7,15.5,0,1,3313
78.8,43.7,218.7,7.43,3.24,0.16,Tinli,AntepFistigi,592.8,17.9,1,1,3467
79.1,35.7,248.9,7.07,3.18,0.21,KilliTinli,Rezene,825.7,14.0,0,1,3587
43.5,21.9,199.0,6.46,2.02,0.13,KumluTinli,Portakal,757.9,16.9,1,1,3069
79.8,36.1,235.5,7.5,2.02,0.28,KumluTinli,Badem,777.6,18.1,1,0,3010
79.8,29.0,295.6,7.39,2.46,0.34,KilliTinli,Papatya,680.4,16.6,1,1,3500
56.4,28.6,258.3,5.58,2.84,0.22,KilliTinli,Kimyon,848.6,12.6,1,1,3175
76.0,28.6,212.2,6.69,3.15,0.17,KumluTinli,Findik,733.6,14.1,1,1,3662
68.2,28.3,257.1,5.94,2.15,0.39,KilliTinli,Korunga,671.5,14.7,0,1,3100
85.1,59.0,332.4,6.26,2.71,0.46,TinliKumlu,Havuc,356.1,23.5,1,1,1963
85.7,49.0,318.9,6.76,3.3,0.49,TinliKumlu,Kereviz,498.2,24.4,1,0,1900
68.7,41.9,365.2,6.56,3.92,0.44,KumluTinli,Biber,350.8,25.9,1,1,1989
70.2,40.7,251.7,6.09,3.99,0.36,KumluTinli,Erik,598.1,14.7,1,0,3300
75.7,35.7,244.4,7.46,2.77,0.28,KilliTinli,Biberiye,803.8,18.3,1,1,3215
64.6,30.9,210.4,7.26,3.93,0.33,Tinli,Salep,582.1,13.9,1,1,3674
88.1,37.4,268.8,7.69,2.55,0.47,Killi,Aycicegi,668.4,21.0,0,1,5019
73.1,21.3,281.7,6.37,3.84,0.15,Tinli,Zeytin,597.7,15.0,1,1,3781
67.3,36.0,274.6,7.56,3.05,0.68,Tinli,Aspir,619.4,18.5,1,1,5589
49.4,23.1,236.2,6.68,3.83,0.12,KumluTinli,SiloMisiri,800.8,13.3,0,0,3186
89.3,44.8,341.8,6.95,3.74,0.13,MilliTinli,Sarımsak,370.8,24.4,1,1,2018
68.3,22.6,195.3,6.31,3.33,0.23,KilliTinli,Kayisi,612.7,17.5,1,1,3511
48.8,33.1,286.5,6.1,3.69,0.34,KilliTinli,Kusburnu,718.6,15.8,1,1,3766
57.6,24.9,284.5,6.44,2.57,0.23,KilliTinli,Incir,893.5,14.4,1,0,2857
84.1,49.3,266.0,6.07,2.08,0.43,MilliTinli,Karpuz,334.4,25.1,1,1,5423
63.3,37.7,358.6,6.41,3.22,0.25,KumluTinli,Tere,483.6,20.4,1,1,2132
39.9,26.6,222.9,7.6,1.84,0.5,MilliTinli,Cavdar,548.3,11.5,0,1,326
49.5,24.3,210.2,7.19,3.88,0.16,KilliTinli,Seftali,810.0,18.8,1,1,3459
77.0,43.3,180.2,7.14,3.25,0.38,Tinli,Kimyon,650.0,13.2,1,1,3662
76.0,50.4,367.5,6.49,2.58,0.25,KumluTinli,Patlican,328.0,22.4,1,1,1864
109.1,49.6,371.3,6.33,4.2,0.38,TinliKumlu,Biber,340.5,24.2,1,1,2063
63.3,33.1,244.2,5.72,2.56,0.13,KilliTinli,MeyanKoku,848.6,14.6,1,1,3383
43.2,22.5,230.3,6.69,2.98,0.29,Tinli,Biberiye,713.0,17.9,0,1,3206
49.0,38.2,297.7,6.74,3.77,0.1,KumluTinli,Elma,583.2,15.9,1,1,3522
45.1,23.7,241.0,6.14,3.18,0.31,KilliTinli,YemSalgamı,864.4,14.6,1,1,3336
68.5,31.1,306.2,7.59,2.8,0.72,AgirKilli,Soya,642.1,19.7,1,1,5563
70.7,63.0,310.7,6.08,4.47,0.19,MilliTinli,Tere,432.3,24.9,1,1,2140
48.1,42.4,226.0,7.43,2.32,0.13,KumluTinli,Cilek,772.1,16.1,1,1,3444
42.4,28.1,184.4,7.09,3.13,0.38,KilliTinli,Kivi,646.2,13.7,1,1,3574
46.0,20.2,293.4,5.99,3.57,0.37,KumluTinli,Greyfurt,529.4,16.4,0,1,3310
78.6,20.4,236.3,6.42,3.17,0.36,KilliTinli,Korunga,819.4,18.0,1,1,3598
109.2,37.5,245.3,6.31,2.8,0.42,KumluTinli,Hiyar,334.6,23.3,1,0,4876
59.1,25.6,238.9,7.21,3.91,0.15,KilliTinli,Kusburnu,751.6,15.2,1,1,3691
55.1,38.3,264.9,6.95,3.99,0.21,KumluTinli,Elma,556.8,13.1,1,1,3446
56.2,26.3,227.9,6.59,3.31,0.21,Tinli,Kusburnu,804.3,15.5,0,1,3271
37.0,30.1,167.0,6.91,1.92,0.76,Tinli,Bugday,450.8,12.4,0,1,322
88.6,52.9,328.0,6.15,3.04,0.25,KumluTinli,Tere,272.3,20.6,1,1,1950
37.7,25.7,223.2,6.68,2.3,0.8,Tinli,Misir,426.9,12.4,0,0,275
51.7,36.3,181.1,6.72,3.67,0.39,KumluTinli,Visne,853.5,13.3,1,1,3678
32.8,22.8,187.1,6.98,1.93,0.42,MilliTinli,Nohut,540.3,13.6,1,1,680
66.8,53.2,358.5,6.76,3.4,0.34,TinliKumlu,Kavun,339.5,18.0,1,1,5640
68.6,42.2,265.9,5.77,2.73,0.28,KumluTinli,Portakal,851.6,13.4,1,1,3393
44.7,26.2,235.0,7.04,1.37,0.49,MilliTinli,Fasulye,494.5,12.4,1,1,705
43.9,32.2,202.3,7.42,1.32,1.15,Killi,Misir,495.7,12.7,0,1,304
63.4,39.0,193.0,6.04,2.11,0.37,KilliTinli,Lavanta,679.3,12.9,1,1,3174
51.2,43.5,242.4,7.07,2.35,0.13,Tinli,Kiraz,787.3,16.7,1,1,3359
70.2,22.9,192.4,6.77,2.78,0.29,KumluTinli,Kestane,838.3,14.0,1,0,2896
56.7,38.6,225.8,7.71,2.81,0.55,AgirKilli,Soya,511.9,14.5,1,1,5215
47.7,28.0,240.5,6.62,3.8,0.22,KumluTinli,Rezene,841.2,13.9,1,1,3775
105.7,51.3,260.8,6.06,3.99,0.17,TinliKumlu,Prasa,286.4,25.4,1,1,2212
37.1,29.0,225.1,6.63,1.24,0.78,Tinli,Fiğ,462.9,13.9,1,1,654
74.2,26.9,216.3,6.84,2.37,0.53,Killi,SekerPancari,452.1,14.7,1,1,5485
55.9,43.8,264.7,7.11,2.48,0.58,AgirKilli,Aycicegi,669.0,18.9,1,1,4900
63.2,23.5,289.8,5.81,2.83,0.11,KumluTinli,Elma,502.6,14.1,1,1,3309
52.6,15.4,220.9,7.12,1.59,1.03,Killi,Burçak,449.1,10.8,1,1,628
84.5,47.6,249.7,6.13,4.41,0.48,TinliKumlu,Hiyar,317.4,21.2,1,1,5927
68.5,28.0,211.9,7.03,2.68,0.56,AgirKilli,Pamuk,522.1,14.1,1,1,419
108.0,48.2,343.6,6.07,4.25,0.25,MilliTinli,Turp,495.7,21.9,1,1,2144
54.5,42.8,183.3,7.14,3.05,0.25,KilliTinli,Cay,703.8,12.1,1,1,3508
72.1,26.4,236.2,5.58,3.49,0.15,Tinli,MeyanKoku,585.0,12.4,0,1,3319
63.2,32.8,299.0,6.64,3.08,0.12,KumluTinli,Muz,620.4,17.5,1,1,3599
70.0,28.2,255.3,7.38,3.12,0.37,KilliTinli,Greyfurt,756.9,16.2,0,1,3548
29.2,24.6,223.2,6.97,1.35,1.13,MilliTinli,Arpa,443.9,11.4,0,1,268
49.8,29.4,242.1,7.33,2.14,0.37,KilliTinli,Incir,644.1,15.8,1,1,3182
34.4,22.6,176.5,6.81,2.09,0.36,Killi,Bezelye,496.6,12.0,0,0,269
65.7,40.8,334.4,6.79,3.74,0.29,TinliKumlu,Sarımsak,423.1,18.5,1,1,2080
62.8,35.5,261.1,6.7,2.81,0.35,KumluTinli,Elma,673.4,17.6,1,1,3321
66.4,25.3,239.3,6.07,3.7,0.22,KumluTinli,Rezene,592.7,19.1,0,1,3632
50.5,38.8,212.0,7.51,3.18,0.38,Tinli,Keten,501.4,18.0,1,1,5297
61.5,31.3,297.0,7.59,2.71,0.43,Tinli,Kenevir,546.6,20.5,1,1,5083
31.1,19.3,190.5,6.99,1.43,0.87,MilliTinli,Fiğ,443.6,11.4,0,1,296
68.4,23.7,210.0,6.47,2.99,0.31,KilliTinli,Cay,584.8,18.6,1,1,3487
95.4,62.0,334.9,6.0,2.56,0.19,MilliTinli,Roka,473.1,24.7,1,1,2039
66.1,30.5,214.0,6.89,3.09,0.24,AgirKilli,SekerPancari,458.0,14.0,1,1,5434
80.0,63.9,326.4,6.84,2.54,0.24,KumluTinli,Marul,381.8,20.4,1,1,1951
67.7,32.7,277.3,5.71,3.57,0.2,KumluTinli,Safran,653.3,18.3,0,1,3336
66.6,51.3,269.1,7.02,3.18,0.27,MilliTinli,Ispanak,338.9,20.5,1,1,2061
73.1,23.4,257.4,6.51,3.79,0.27,KumluTinli,Greyfurt,601.1,19.0,1,1,3693
31.6,17.9,167.3,7.56,2.28,0.81,MilliTinli,Fiğ,394.7,11.7,0,1,322
88.5,32.9,202.5,7.5,2.23,0.24,AgirKilli,Keten,513.3,15.1,1,1,5019
48.3,34.1,224.5,7.02,2.67,0.23,KilliTinli,Kimyon,854.0,18.3,1,0,2809
68.4,27.8,208.7,7.12,3.77,0.16,KilliTinli,Badem,700.7,15.9,1,1,3624
63.8,62.3,372.1,7.11,4.01,0.4,KumluTinli,Prasa,370.1,23.3,1,1,2285
76.8,37.7,267.4,7.8,3.28,0.7,AgirKilli,Soya,524.1,15.9,1,1,5429
94.2,47.0,372.8,6.42,2.5,0.41,MilliTinli,Domates,267.8,22.9,1,1,5209
54.8,29.9,194.6,7.58,1.63,0.84,MilliTinli,Cavdar,428.0,11.2,1,0,571
40.5,28.0,262.9,6.66,3.72,0.15,KumluTinli,Greyfurt,883.6,19.7,1,0,3119
61.1,33.1,182.3,7.46,3.87,0.23,Tinli,Nane,539.6,13.6,1,1,3377
46.6,26.3,229.5,6.3,3.24,0.24,KilliTinli,Erik,730.0,14.7,1,1,3439
77.9,55.8,314.0,6.7,4.18,0.21,KumluTinli,Tere,417.8,25.5,1,1,2244
54.7,22.9,279.1,6.26,2.9,0.19,KumluTinli,Erik,847.5,18.2,0,1,3455
72.5,43.2,240.0,5.66,3.52,0.25,KumluTinli,Incir,758.8,15.6,1,1,3293
87.5,36.6,313.2,6.82,3.0,0.62,Tinli,YerFistigi,584.2,21.9,1,1,5372
64.5,57.7,369.6,6.12,2.89,0.47,TinliKumlu,Domates,470.2,18.2,1,0,4963
65.7,45.5,307.8,7.92,2.76,0.56,Tinli,Aspir,493.4,19.8,0,1,5349
68.7,56.0,273.7,6.94,1.97,0.41,MilliTinli,Karpuz,390.8,23.3,1,1,5107
71.9,40.8,214.0,7.13,2.98,0.2,Tinli,Cay,841.2,13.7,1,1,3424
53.7,32.8,282.8,6.21,3.34,0.33,KumluTinli,Uzum,521.4,19.4,0,1,3686
47.2,23.8,298.9,7.2,3.16,0.24,KumluTinli,SiloMisiri,877.8,13.9,1,1,3663
40.8,31.7,209.8,6.14,2.84,0.24,Tinli,Ayva,664.5,15.6,0,0,2954
45.1,26.8,216.7,6.0,2.91,0.28,KilliTinli,Badem,797.0,18.1,0,1,3287
48.5,41.9,294.0,6.33,3.98,0.11,KumluTinli,Kiraz,640.7,12.0,1,1,3686
74.6,43.2,286.2,6.7,3.74,0.28,KumluTinli,Visne,509.5,16.9,0,1,3712
40.0,22.6,279.7,6.03,2.22,0.16,Tinli,Lavanta,569.7,13.5,1,0,2782
43.0,37.2,236.1,7.25,2.35,0.12,Tinli,Findik,646.0,12.4,1,1,3401
77.8,40.3,280.8,7.03,3.7,0.33,Tinli,Zeytin,746.4,13.5,0,0,3294
40.6,29.0,168.4,7.03,1.43,0.56,Killi,Celtik,377.3,10.3,1,1,701
67.9,36.7,343.7,6.18,3.3,0.47,KumluTinli,Kavun,435.8,18.4,1,1,5515
59.3,23.6,236.8,6.8,3.84,0.36,KilliTinli,Zeytin,508.8,18.8,1,0,2986
44.5,37.8,201.4,6.55,3.7,0.33,Tinli,Badem,706.2,20.0,0,0,3296
52.8,37.2,193.1,6.49,2.2,0.14,KilliTinli,Kivi,718.7,13.0,1,0,2768
76.1,35.3,284.2,6.27,3.59,0.11,MilliTinli,Biber,490.6,24.9,1,1,2232
50.6,31.5,206.6,7.54,2.14,0.47,MilliTinli,Mercimek,526.6,13.0,0,1,328
45.2,23.9,296.1,6.37,2.99,0.13,KumluTinli,Kekik,869.7,13.7,0,1,3349
38.6,23.3,219.0,7.15,1.26,0.49,Killi,Celtik,467.9,13.2,0,0,277
42.2,38.5,237.9,5.65,2.18,0.17,KumluTinli,Yonca,697.7,17.6,1,1,3097
76.6,44.2,235.7,7.49,4.0,0.11,Tinli,Limon,519.8,14.0,0,1,3544
54.9,43.9,208.0,6.07,2.64,0.25,KumluTinli,Ceviz,526.6,19.8,1,0,2852
76.3,20.4,228.6,6.16,2.1,0.22,Tinli,Cilek,583.2,18.1,0,1,3205
40.5,35.0,236.1,6.46,3.88,0.37,KilliTinli,Kivi,540.9,19.9,1,1,3596
56.1,31.1,281.0,6.1,3.05,0.34,Tinli,Kestane,778.4,12.9,0,1,3622
89.9,36.8,316.8,6.03,3.3,0.11,TinliKumlu,TazeSogan,331.6,19.2,1,1,1990
50.9,39.0,292.5,7.02,3.24,0.54,Killi,Aycicegi,577.2,17.2,1,1,5744
46.1,35.8,264.9,5.61,2.95,0.38,KumluTinli,Armut,556.5,15.2,0,1,3262
66.7,33.8,254.6,6.68,2.42,0.14,KilliTinli,Kimyon,668.6,17.8,0,1,3091
94.6,59.1,375.5,6.56,4.22,0.12,TinliKumlu,Sarımsak,290.1,25.6,1,1,2276
102.7,63.4,366.3,6.42,2.53,0.17,MilliTinli,Sarımsak,381.3,21.0,1,1,2094
88.9,47.7,311.8,7.61,2.76,0.42,AgirKilli,YerFistigi,402.9,21.6,1,1,5276
62.6,64.2,315.0,6.21,3.6,0.29,MilliTinli,Turp,419.2,22.5,1,1,2155
69.0,30.3,238.6,6.78,3.46,0.3,KilliTinli,Salep,852.1,13.7,1,0,3312
75.4,33.1,255.9,5.97,2.01,0.22,KumluTinli,Yonca,721.8,12.9,1,1,3405
50.6,24.6,234.3,6.76,3.45,0.37,Tinli,Korunga,696.3,19.6,1,1,3308
58.0,20.1,211.1,6.65,3.64,0.13,Tinli,Nar,836.3,13.0,1,1,3380
43.7,27.9,215.8,7.05,2.92,0.22,KumluTinli,SiloMisiri,826.6,12.8,1,0,2893
70.8,62.0,370.3,6.94,2.72,0.19,TinliKumlu,TazeSogan,272.9,21.9,1,1,2042
27.0,34.5,172.1,7.0,1.74,0.54,MilliTinli,Yulaf,324.5,11.1,0,1,295
70.8,23.8,254.1,7.06,2.67,0.16,KumluTinli,SiloMisiri,735.6,16.7,1,1,3447
47.9,28.2,165.2,7.2,2.2,0.99,Killi,Fiğ,373.3,10.0,0,1,312
73.7,23.6,274.4,6.78,2.06,0.22,KumluTinli,AdaCayi,519.3,12.3,0,0,2682
64.8,47.2,298.8,6.88,3.25,0.31,Killi,YerFistigi,621.7,15.8,1,1,5793
56.4,23.3,190.5,6.5,3.8,0.16,KumluTinli,Erik,686.5,12.7,0,1,3617
45.3,42.2,280.3,5.56,3.88,0.16,KilliTinli,Muz,671.4,18.1,1,1,3396
79.4,26.1,262.6,7.13,2.15,0.12,Tinli,Badem,507.3,19.3,1,1,3087
31.2,24.0,230.0,7.37,1.46,1.09,Killi,Bezelye,442.2,13.1,0,1,307
58.4,38.2,203.4,6.34,2.18,0.18,KilliTinli,AntepFistigi,555.5,13.8,1,1,3213
59.9,38.3,191.9,5.94,3.42,0.26,KilliTinli,Limon,504.2,17.2,1,0,3181
69.7,26.3,211.4,7.44,3.16,0.14,KilliTinli,Badem,655.2,17.2,0,1,3503
72.1,42.5,187.9,5.74,2.2,0.12,Tinli,Cay,872.8,12.4,1,1,3156
80.0,20.1,186.2,6.77,2.89,0.1,KumluTinli,Greyfurt,751.5,16.6,0,0,3030
51.4,32.1,211.2,7.82,2.38,0.4,Killi,Kanola,470.7,17.9,1,1,5428
63.8,36.9,295.7,6.24,2.33,0.34,Tinli,Ayva,766.4,14.8,1,1,3145
54.3,42.8,241.3,6.57,2.11,0.17,KilliTinli,Papatya,781.7,14.7,0,1,3353
63.9,33.2,212.0,7.71,3.46,0.74,Tinli,SekerPancari,657.9,14.0,1,1,5282
70.3,46.3,282.2,7.26,3.42,0.79,Tinli,SekerPancari,556.5,14.6,1,1,5202
74.5,32.7,290.9,6.27,3.19,0.34,KilliTinli,Limon,718.4,14.5,0,1,3585
73.6,43.3,287.2,7.25,2.09,0.42,AgirKilli,Pamuk,489.5,18.9,1,1,382
102.2,35.8,246.1,6.8,3.66,0.15,TinliKumlu,Maydanoz,264.8,18.3,1,1,2123
84.1,49.5,373.3,6.6,2.82,0.4,MilliTinli,Lahana,337.0,18.7,1,1,5499
94.4,62.9,269.4,6.77,2.7,0.12,MilliTinli,Sarımsak,349.6,20.6,1,1,1982
68.6,38.3,358.8,7.05,4.46,0.26,MilliTinli,Ispanak,318.9,24.6,1,1,2069
78.9,40.2,262.6,7.6,2.17,0.56,Killi,Soya,699.0,17.4,1,0,4290
69.2,29.0,285.4,6.69,3.84,0.3,Tinli,Greyfurt,836.7,19.8,1,1,3417
84.2,58.4,246.4,6.07,3.78,0.44,KumluTinli,Hiyar,409.2,22.5,1,1,5755
70.4,51.7,270.9,6.74,2.73,0.31,TinliKumlu,Patlican,469.4,25.5,1,1,2039
75.0,38.9,319.8,6.93,2.78,0.58,Tinli,Aycicegi,593.5,19.1,1,1,5474
68.0,64.2,336.6,6.39,3.12,0.27,KumluTinli,Maydanoz,422.6,22.8,1,1,1999
47.3,28.7,249.3,6.86,2.88,0.31,KilliTinli,AdaCayi,781.6,14.6,0,1,3168
51.3,41.5,269.3,7.19,2.81,0.3,KumluTinli,Biberiye,764.6,16.7,1,1,3321
53.1,33.2,295.9,7.12,2.18,0.18,KilliTinli,Elma,606.1,15.6,0,1,3254
41.5,30.5,273.3,6.15,2.92,0.35,KilliTinli,OglanOtu,729.4,16.4,0,1,3565
51.5,31.4,186.1,6.28,2.82,0.39,KumluTinli,Findik,597.4,15.0,1,1,3190
44.2,31.0,216.1,7.28,2.13,0.66,Killi,Nohut,432.7,13.7,0,1,329
74.1,61.3,296.8,7.16,4.42,0.11,KumluTinli,Hiyar,369.0,22.6,1,1,5708
65.2,32.5,214.5,6.24,2.3,0.13,Tinli,AdaCayi,848.0,12.9,1,1,3169
78.3,56.9,335.2,6.34,2.91,0.26,TinliKumlu,Domates,479.6,18.4,1,1,5141
65.6,39.1,196.1,6.5,3.08,0.26,KumluTinli,Zeytin,679.7,15.8,1,1,3396
68.6,27.1,286.7,7.44,2.91,0.16,KumluTinli,AntepFistigi,627.7,17.7,0,1,3545
85.1,49.7,250.0,7.91,2.69,0.62,AgirKilli,Keten,550.3,18.9,1,1,5266
53.7,41.1,240.0,6.96,2.24,0.79,AgirKilli,Keten,674.4,15.2,0,0,4281
47.0,28.7,249.8,5.89,3.77,0.38,KilliTinli,Kivi,882.6,13.3,1,1,3713
39.2,30.8,235.4,7.36,1.65,0.42,Tinli,Fasulye,539.3,11.6,1,0,595
57.5,41.3,278.0,5.83,3.17,0.27,Tinli,Anason,797.5,18.1,1,0,3006
49.4,17.3,208.7,7.08,1.78,1.16,Tinli,Cavdar,465.1,10.6,0,1,283
45.1,39.7,202.8,7.05,2.46,0.17,KumluTinli,Findik,564.8,16.0,1,1,3523
54.4,38.8,203.7,6.14,3.51,0.38,KumluTinli,Limon,838.1,13.8,1,1,3481
26.7,29.4,171.1,6.94,1.5,0.83,Killi,Fiğ,536.2,10.4,0,1,312
50.0,39.8,218.2,7.12,3.5,0.35,KumluTinli,Zeytin,534.1,18.8,1,1,3365
75.0,45.8,221.8,8.0,2.96,0.21,Tinli,Soya,523.8,16.1,1,1,5467
36.2,33.0,160.2,7.74,2.26,0.8,MilliTinli,Bezelye,459.0,12.1,0,1,313
66.6,20.1,280.3,5.62,2.62,0.3,Tinli,Salep,612.3,18.0,1,1,3544
76.5,60.9,350.5,6.17,3.06,0.27,KumluTinli,Havuc,265.8,22.8,1,1,2123
43.2,40.0,189.2,6.59,3.29,0.13,Tinli,Papatya,655.5,13.9,1,1,3613
28.5,25.3,230.4,6.66,2.02,1.08,MilliTinli,Cavdar,534.5,11.9,1,1,671
63.8,36.1,233.1,6.52,3.12,0.26,KilliTinli,Greyfurt,671.7,18.9,0,1,3540
78.3,30.0,297.3,7.33,3.94,0.27,KumluTinli,Armut,616.9,13.3,1,0,3375
70.9,37.2,331.1,6.19,2.74,0.46,KumluTinli,Roka,295.9,18.9,1,1,2076
45.1,44.1,240.6,6.41,3.2,0.25,KumluTinli,Kekik,662.1,18.0,1,1,3369
33.1,31.1,161.1,6.55,1.73,0.99,Killi,Celtik,505.0,13.2,0,1,279
69.9,27.3,287.5,7.1,3.83,0.32,Tinli,Papatya,873.1,12.2,1,1,3654
73.4,41.5,208.9,6.81,3.17,0.38,KumluTinli,Safran,595.7,18.0,0,1,3217
54.0,43.0,191.5,7.0,3.23,0.12,KumluTinli,Elma,572.6,16.7,1,1,3673
36.2,30.3,199.7,7.52,1.95,0.75,MilliTinli,Mercimek,362.3,12.8,1,1,694
74.2,42.1,210.5,6.67,3.58,0.15,Tinli,Portakal,744.9,13.7,1,1,3352
83.1,49.8,310.6,6.38,2.76,0.17,MilliTinli,Havuc,391.2,20.1,1,1,1996
85.2,33.7,220.8,7.17,2.84,0.25,AgirKilli,Kanola,531.3,14.1,1,1,5689
65.0,49.8,329.0,6.38,3.68,0.21,TinliKumlu,Marul,415.3,18.7,1,1,2142
43.8,24.8,285.1,6.96,3.07,0.4,KilliTinli,Mandalina,647.0,16.0,0,1,3415
60.8,49.0,301.1,6.78,4.29,0.3,MilliTinli,Havuc,382.6,20.0,1,1,2151
52.2,33.4,280.8,6.73,3.96,0.22,KilliTinli,Mandalina,798.9,12.2,1,1,3415
71.9,34.0,227.0,6.99,2.81,0.23,KilliTinli,Elma,623.2,12.7,1,1,3292
30.8,33.1,216.2,6.9,2.22,1.0,Tinli,Arpa,308.0,10.8,1,1,629
75.0,52.5,265.9,6.94,2.94,0.25,MilliTinli,Biber,498.1,23.3,1,0,1764
46.1,34.7,200.7,6.76,2.23,0.16,Tinli,Kiraz,680.0,15.0,0,1,3209
44.0,42.3,238.8,6.22,3.08,0.26,Tinli,Papatya,508.9,15.5,1,1,3237
67.7,38.4,316.8,6.06,2.74,0.32,TinliKumlu,Prasa,273.2,25.3,1,1,1930
70.5,33.2,224.9,7.52,2.21,0.73,Killi,Soya,619.5,15.7,1,1,4744
59.7,39.7,230.2,6.99,3.0,0.26,KilliTinli,Nar,675.1,13.6,1,1,3567
43.8,27.0,215.9,6.4,3.43,0.34,Tinli,Korunga,591.6,18.8,1,1,3698
47.7,42.7,265.4,7.05,2.63,0.33,KilliTinli,Kusburnu,554.6,12.9,1,1,3273
56.1,35.6,210.1,5.99,2.77,0.24,KumluTinli,Kusburnu,894.8,15.1,1,0,3040
45.2,43.1,259.6,7.16,2.29,0.18,Tinli,Badem,502.5,17.3,1,1,3058
79.5,31.2,246.2,6.61,3.75,0.36,Tinli,AdaCayi,736.0,15.5,1,1,3298
58.0,36.1,313.6,7.47,2.2,0.62,Killi,Tütün,428.3,14.8,1,1,5295
42.3,27.4,179.3,7.66,1.81,0.44,MilliTinli,Cavdar,435.4,13.1,0,1,332
56.2,47.7,319.7,7.07,2.89,0.64,Killi,Keten,652.0,14.6,1,1,5347
60.2,64.7,255.3,6.28,4.18,0.14,TinliKumlu,Patlican,485.4,20.5,1,1,2128
63.2,44.1,214.9,6.13,2.83,0.14,KilliTinli,OglanOtu,798.5,16.4,1,1,3332
75.3,40.7,367.3,6.67,2.53,0.28,KumluTinli,Turp,278.5,25.9,1,1,1882
75.7,43.1,201.3,6.97,3.35,0.12,KilliTinli,MeyanKoku,560.9,17.3,0,1,3512
58.0,48.3,266.6,7.33,2.69,0.79,Tinli,YerFistigi,585.8,18.1,0,1,5368
61.4,50.4,278.9,6.5,3.42,0.45,KumluTinli,Ispanak,285.0,18.6,1,1,2198
37.6,17.3,197.1,7.02,1.29,0.54,Killi,Cavdar,526.2,12.5,1,1,696
52.0,33.6,286.8,6.36,3.34,0.24,Tinli,Erik,826.8,18.9,1,1,3333
50.1,43.5,254.8,6.86,3.84,0.13,Tinli,Kayisi,846.4,12.8,0,1,3412
76.6,40.1,233.8,7.24,2.92,0.25,Tinli,YemSalgamı,592.5,17.1,0,1,3585
69.4,53.3,317.0,7.09,3.16,0.32,TinliKumlu,Patlican,432.6,25.8,1,0,1834
74.2,28.2,200.7,5.88,2.9,0.19,KilliTinli,Elma,749.4,13.3,1,0,3098
44.0,31.1,296.5,6.41,2.55,0.22,KumluTinli,Rezene,744.0,15.3,1,1,3329
69.0,22.7,253.8,7.33,3.91,0.2,Tinli,Kimyon,629.4,18.2,1,1,3449
67.7,28.5,186.9,6.26,3.12,0.33,KilliTinli,AdaCayi,793.6,12.4,1,0,3181
78.5,45.7,365.9,6.32,4.09,0.18,TinliKumlu,Kereviz,388.6,20.6,1,1,2291
109.8,50.6,283.5,6.67,3.73,0.43,MilliTinli,Hiyar,273.4,24.1,1,1,5920
58.7,44.7,258.8,5.89,2.33,0.38,Tinli,Nar,825.6,18.4,1,1,3305
87.7,34.6,200.7,7.82,2.22,0.38,Killi,SekerPancari,489.3,19.3,1,1,5066
54.3,36.1,243.2,7.8,2.38,0.48,Killi,Aspir,417.4,17.6,1,1,5039
76.4,28.8,296.1,7.21,3.44,0.78,AgirKilli,SekerPancari,636.7,17.4,1,1,5418
108.5,53.6,336.2,6.98,3.46,0.21,MilliTinli,Domates,361.6,22.9,1,1,5410
40.2,34.0,236.3,7.72,2.08,0.5,Tinli,Nohut,461.7,11.9,0,1,296
75.3,37.9,221.5,5.6,2.94,0.29,KilliTinli,Nar,755.9,13.2,1,1,3202
62.5,34.4,188.7,5.6,2.77,0.38,KumluTinli,Nane,787.6,19.1,1,1,3231
