pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
6.31,80.2,39.3,253.9,4.49,0.13,102,3014
7.19,104.2,47.2,346.2,3.03,0.12,201,3013
7.24,26.3,11.7,147.2,1.73,0.24,101,7005
7.2,86.2,43.1,344.6,2.82,0.11,102,3007
6.1,85.6,61.1,289.2,4.06,0.11,102,3015
6.08,101.8,40.4,378.6,2.91,0.13,204,3012
7.2,75.9,38.5,295.7,2.78,0.16,204,3003
7.69,70.7,46.1,310.4,3.33,0.42,306,2008
7.35,29.5,23.6,162.8,0.85,0.76,202,8003
6.68,41.0,30.7,252.0,2.24,0.37,202,6004
6.44,45.8,27.9,270.1,2.25,0.31,201,6005
6.27,87.3,53.4,241.4,3.85,0.25,204,3018
6.89,67.7,27.0,229.4,3.42,0.26,202,6003
6.82,17.5,12.1,171.7,0.94,0.93,202,8001
7.17,53.8,31.0,180.5,1.65,1.05,301,1007
7.03,70.3,61.3,265.1,3.24,0.41,102,3007
7.68,17.4,25.6,130.5,1.93,0.25,402,7007
6.98,34.6,22.4,200.1,1.54,0.53,204,1011
8.42,33.3,25.0,182.7,1.26,0.44,402,6002
6.79,39.7,15.6,132.7,1.73,0.87,202,8001
7.09,71.2,32.5,291.9,2.03,0.25,203,4015
7.11,108.5,61.2,294.5,4.31,0.36,204,3016
6.73,30.5,18.6,130.6,1.57,0.76,202,8003
6.92,65.4,58.2,334.6,3.76,0.27,102,3002
6.9,64.6,39.5,257.3,3.81,0.16,204,3011
8.29,27.0,21.2,152.7,1.97,0.94,101,7006
7.05,98.5,39.2,368.3,4.04,0.33,204,3017
7.26,36.7,17.0,132.2,1.83,0.37,202,8001
7.14,68.5,31.2,281.4,2.89,0.38,202,2006
6.31,68.1,21.7,237.3,2.38,0.37,201,6003
7.76,37.1,30.3,185.7,2.03,1.17,301,1001
6.22,56.0,31.6,273.5,2.53,0.33,201,6005
6.34,65.3,46.2,297.9,3.64,0.44,204,3006
5.75,76.1,35.3,283.6,3.64,0.15,201,5001
5.92,50.6,22.6,189.2,3.19,0.38,201,4015
5.69,69.5,20.7,278.0,2.73,0.16,202,4001
7.72,87.0,31.5,218.7,2.42,0.7,301,2001
6.87,100.7,61.1,302.3,3.94,0.45,102,3006
6.05,66.9,28.5,246.0,3.66,0.35,202,6001
7.96,31.3,22.6,185.3,1.49,0.41,402,6002
6.27,66.8,51.1,307.0,2.8,0.31,204,3006
7.52,33.0,34.8,174.1,2.03,0.66,202,1007
7.5,82.6,25.4,279.3,2.23,0.62,202,2010
6.58,74.0,38.1,268.6,2.31,0.15,201,4002
7.03,29.0,25.1,149.8,1.49,0.24,402,7011
7.84,19.4,27.7,127.0,1.98,0.51,402,7009
7.67,33.2,18.8,198.7,1.47,0.8,402,7005
7.21,24.1,27.2,188.5,1.39,0.8,101,7009
7.34,31.5,23.7,202.3,1.66,0.51,204,1003
7.72,30.4,26.1,172.3,1.68,0.55,101,7012
8.21,17.1,11.0,188.9,1.81,0.52,101,7006
8.16,36.1,27.2,122.6,1.48,0.82,402,7005
7.95,38.2,19.1,157.0,1.07,0.34,101,7007
5.71,65.5,39.8,249.8,3.55,0.19,201,4013
6.86,25.1,17.5,220.5,1.91,0.52,301,1001
6.88,109.6,53.4,330.9,3.25,0.1,201,3006
7.34,40.3,23.9,287.4,2.02,0.37,202,4004
5.65,66.1,32.4,230.3,2.98,0.18,203,4001
6.17,65.2,23.8,244.4,3.37,0.12,202,6005
7.8,36.0,20.8,211.9,1.48,0.29,402,6002
6.62,97.2,37.8,279.9,3.29,0.18,102,3009
6.53,81.7,50.7,252.5,4.47,0.44,201,3018
6.93,70.4,35.9,256.0,3.36,0.53,301,2010
7.78,45.9,31.3,237.5,2.27,0.6,301,1008
7.62,30.1,22.5,215.2,1.14,0.36,402,6002
6.5,88.1,51.4,332.6,3.04,0.35,204,3003
6.85,47.8,25.2,238.0,3.3,0.22,203,4008
5.63,63.2,20.7,207.2,2.14,0.16,203,4003
7.18,36.9,22.9,186.8,1.33,0.37,204,1002
6.0,60.6,22.8,226.4,2.9,0.31,202,4008
6.04,96.2,63.3,295.2,2.11,0.32,204,3005
7.45,81.0,27.3,268.0,2.73,0.71,202,2009
7.39,70.9,27.9,260.6,3.83,0.26,203,4009
7.58,15.8,13.0,143.2,1.64,0.79,402,7010
6.14,106.4,48.1,309.6,4.21,0.33,102,3016
7.06,79.2,22.7,203.0,3.63,0.26,201,4004
6.95,61.0,30.2,268.3,2.94,0.17,201,6005
6.42,81.0,48.6,347.2,4.42,0.2,201,3004
7.46,45.3,34.2,275.8,3.88,0.16,202,5003
6.44,64.1,62.5,323.9,3.46,0.15,204,3018
7.64,35.5,11.6,137.4,1.73,0.57,101,7004
6.06,97.5,40.3,305.2,4.41,0.33,201,3010
7.12,45.6,25.8,245.0,2.29,0.21,201,5001
7.94,52.0,31.5,283.3,2.4,0.42,202,2001
7.72,36.8,25.8,166.3,1.67,0.73,402,7009
6.27,101.1,51.5,296.6,2.79,0.37,102,3015
6.02,46.8,20.8,280.1,2.12,0.39,202,4006
7.04,63.6,29.2,229.8,2.62,0.23,203,4013
7.22,71.0,46.8,205.3,3.4,0.48,301,2001
7.5,70.1,25.8,216.7,3.38,0.14,203,4002
7.01,74.3,62.2,334.1,3.3,0.36,204,3003
7.32,29.9,20.7,159.7,1.51,0.31,101,7002
7.55,28.8,23.0,130.1,1.75,0.2,101,7014
6.95,77.1,57.8,265.4,3.56,0.41,204,3016
7.61,55.8,38.0,258.6,2.43,0.36,202,2009
7.42,70.8,35.7,214.6,2.53,0.33,301,2011
8.26,26.7,29.9,196.6,1.59,0.88,402,7004
7.1,35.5,20.9,194.8,1.88,0.62,202,8004
6.74,53.3,29.6,205.3,1.43,0.66,202,1009
7.2,26.4,25.2,208.4,2.24,0.95,204,1002
7.12,64.9,27.1,281.0,3.47,0.25,203,4002
6.95,60.8,31.8,214.0,3.54,0.13,201,4002
7.41,42.8,30.9,182.5,2.02,0.6,202,1010
7.19,82.9,31.8,217.1,2.83,0.28,306,2006
7.65,55.2,45.5,203.2,2.87,0.34,301,2011
5.73,66.4,20.3,215.7,3.81,0.13,201,4005
5.6,47.7,39.4,193.0,2.26,0.16,203,4004
5.98,50.7,33.6,199.0,2.15,0.15,203,5002
7.02,58.0,42.5,213.2,3.53,0.15,201,5001
7.67,27.0,21.7,175.4,1.16,0.47,101,7014
6.09,106.6,40.7,367.2,1.73,0.13,204,3005
6.9,63.6,21.2,269.7,2.72,0.35,202,4002
7.83,75.2,42.0,276.4,2.49,0.7,306,2002
4.7,79.1,24.0,299.1,3.69,0.37,203,4016
6.65,41.4,32.8,203.8,2.38,0.21,201,6001
7.77,38.4,22.0,180.3,1.25,0.46,301,1008
7.1,62.5,41.6,282.5,2.56,0.73,306,2011
6.99,70.8,61.6,340.2,3.88,0.37,201,3002
6.3,59.2,43.9,290.9,3.22,0.11,203,4014
7.04,17.0,28.4,169.3,1.95,0.57,402,7007
7.32,29.4,13.0,195.3,1.05,0.71,402,7001
8.09,24.1,29.4,171.3,0.98,0.25,402,7008
6.59,35.4,26.2,156.5,0.84,0.81,202,8002
6.42,71.0,52.5,255.7,3.87,0.17,204,3007
6.8,60.7,57.7,273.8,4.34,0.16,201,3004
7.19,35.0,34.7,219.0,1.47,0.51,301,1002
7.04,52.7,35.6,286.3,2.14,0.31,201,4008
7.09,57.8,44.8,280.9,2.97,0.19,201,5003
7.44,25.0,26.9,139.0,0.92,0.71,202,8004
6.47,45.8,39.8,181.4,2.64,0.25,203,5001
6.91,58.7,38.0,230.8,2.36,0.57,301,2007
7.23,19.9,22.6,142.7,1.19,0.62,101,7008
6.46,72.9,40.8,225.1,3.64,0.3,203,4006
6.38,44.8,36.2,275.5,3.64,0.21,201,6001
7.46,50.0,25.3,191.4,1.92,0.73,204,1003
7.96,18.3,11.6,171.4,1.21,0.46,402,7010
7.36,47.5,23.7,205.5,1.38,0.59,204,1010
7.52,35.3,26.1,196.0,2.04,0.73,301,1003
5.87,51.1,35.3,279.4,3.67,0.35,202,4015
7.29,33.8,18.3,178.3,2.09,0.74,301,1010
7.81,52.0,38.3,247.8,2.57,0.41,306,2004
6.92,84.9,42.3,245.7,3.48,0.42,202,2006
7.47,23.0,25.5,129.5,1.74,0.43,202,8004
7.37,67.9,33.5,201.0,2.28,0.16,202,5001
6.79,98.1,45.3,262.1,3.89,0.34,102,3011
5.82,48.0,27.0,293.7,2.27,0.36,203,4004
7.43,29.7,27.7,131.9,0.97,0.88,202,8003
7.23,84.2,32.6,258.2,2.29,0.54,301,2010
6.35,86.6,55.6,248.8,4.43,0.17,204,3017
7.73,60.1,38.2,244.0,2.57,0.26,202,2005
6.68,72.2,40.9,268.7,3.34,0.23,203,4007
7.16,88.6,50.0,274.6,3.48,0.43,102,3007
7.31,31.9,18.4,121.9,1.94,0.6,402,7012
6.76,47.7,37.2,261.8,2.81,0.18,202,6004
7.57,37.2,25.6,202.7,1.62,0.47,204,1008
7.28,19.6,17.3,125.0,1.68,0.74,101,7004
6.57,68.0,42.8,232.0,2.88,0.15,201,4009
7.9,70.7,30.1,249.6,3.39,0.49,202,2005
6.67,51.9,25.1,184.3,2.43,0.26,202,5002
7.73,15.6,29.4,145.6,1.42,0.53,402,7003
6.86,21.9,26.9,189.4,1.21,0.44,202,8003
6.37,77.1,27.6,224.5,3.38,0.33,201,4011
7.06,22.1,26.8,161.9,0.81,0.57,101,7009
7.02,32.3,15.3,151.6,1.31,0.88,402,7008
7.19,68.8,64.4,274.4,4.37,0.44,201,3017
7.41,51.4,30.3,312.0,3.23,0.55,202,2006
6.65,35.1,22.3,196.3,1.52,0.8,202,1006
7.92,21.3,18.6,141.7,1.06,0.55,101,7010
7.36,51.4,27.8,216.3,1.36,0.94,204,1001
7.08,106.5,52.4,253.2,4.26,0.4,204,3011
5.53,62.5,37.9,198.8,3.06,0.19,201,4008
8.26,29.8,10.0,127.5,1.64,0.44,101,7007
6.96,52.0,32.2,163.0,2.09,0.74,202,1010
6.25,108.1,48.8,337.0,3.22,0.18,201,3003
7.36,69.5,40.9,248.9,2.49,0.64,306,2010
7.95,37.2,17.0,145.0,1.92,0.26,402,7009
7.58,84.0,27.4,229.4,3.47,0.48,301,2008
7.65,30.1,10.4,179.3,1.2,0.69,101,7011
7.22,16.0,14.9,199.3,1.3,0.94,402,7013
8.28,26.8,25.3,171.7,1.1,0.47,402,7006
7.51,59.1,27.1,221.4,2.29,0.65,202,2001
7.37,87.0,31.2,277.1,3.05,0.37,306,2002
6.55,39.6,15.5,145.6,1.1,0.68,202,8003
7.06,38.3,34.2,223.6,2.09,0.63,202,1011
6.45,78.2,58.8,273.8,3.93,0.13,102,3017
7.4,66.8,38.3,285.8,2.43,0.5,301,2002
6.44,92.2,38.7,320.0,3.86,0.16,204,3007
6.55,86.9,48.7,251.7,3.97,0.2,102,3008
7.31,79.9,46.4,209.7,2.37,0.78,202,2001
6.5,67.8,28.1,190.3,2.98,0.17,202,4012
7.31,65.3,31.3,238.8,2.54,0.39,202,2006
6.67,69.4,44.8,217.8,2.67,0.31,202,4008
8.04,29.2,19.9,137.1,1.46,0.52,402,7006
7.32,47.8,25.7,292.7,2.59,0.19,201,4004
6.19,77.2,41.2,253.6,4.16,0.18,102,3018
5.51,71.2,41.0,231.8,3.77,0.21,201,4005
6.89,66.3,29.0,277.6,2.95,0.24,203,4004
7.85,39.9,24.6,183.6,1.56,0.49,402,7005
7.09,61.5,22.4,207.9,2.63,0.3,201,4013
7.33,53.3,27.4,230.7,2.27,1.1,204,1004
7.56,15.6,26.1,155.5,1.76,0.24,402,7008
7.13,109.2,58.5,340.5,2.5,0.23,204,3006
5.16,67.9,42.0,229.9,2.59,0.29,202,4016
7.44,76.8,35.8,241.2,3.03,0.32,201,4014
6.9,65.2,58.3,330.7,2.48,0.16,201,3005
7.16,84.4,38.9,309.5,2.64,0.71,301,2011
6.83,48.1,32.7,257.3,3.01,0.29,202,6005
7.36,34.8,16.4,163.6,1.46,0.9,301,1011
5.8,60.2,23.7,298.6,2.67,0.24,201,5002
7.16,99.3,35.2,271.5,3.39,0.38,204,3009
7.77,34.9,26.8,152.1,1.42,0.43,402,7014
6.99,55.9,36.2,258.3,2.16,0.51,301,2008
6.24,93.8,37.8,316.4,3.85,0.37,201,3011
6.76,93.3,43.6,308.4,3.84,0.1,201,3012
7.06,35.2,22.0,234.4,1.49,0.71,204,1006
6.86,46.3,37.4,207.8,2.81,0.36,202,6001
6.82,45.9,16.1,198.2,2.25,0.78,204,1011
7.28,85.5,45.7,247.8,2.08,0.73,301,2002
7.08,57.4,43.7,293.2,2.28,0.31,201,4015
8.16,25.3,15.6,215.9,1.09,0.31,402,6002
7.38,63.5,28.4,201.2,3.02,0.24,301,2007
6.11,105.8,39.7,316.4,3.31,0.48,102,3013
7.1,49.6,32.9,270.7,3.35,0.16,202,4006
7.54,44.6,30.2,205.5,1.84,0.84,204,1007
6.92,73.1,49.7,374.1,3.59,0.27,201,3002
7.53,28.8,19.1,202.7,2.17,0.42,204,1004
6.46,42.2,24.8,207.8,2.69,0.38,202,6005
7.47,32.2,22.3,227.9,1.23,1.0,202,1002
6.14,73.8,33.0,274.0,3.99,0.29,201,4009
7.46,32.8,16.8,144.7,1.39,0.22,101,7011
7.3,34.8,27.0,162.3,0.82,0.91,402,7002
7.79,70.9,27.8,315.7,2.43,0.8,306,2011
7.77,33.2,14.0,133.3,1.62,0.33,101,7001
5.55,66.4,22.2,286.8,2.08,0.14,202,5001
7.48,46.1,34.4,221.5,1.62,0.56,301,1004
6.55,101.1,52.7,323.8,2.51,0.11,204,3016
6.61,28.8,15.8,225.0,1.56,0.66,202,1007
6.96,70.0,33.7,224.2,3.42,0.77,301,2008
7.21,66.4,24.9,180.4,3.94,0.33,203,4010
7.05,87.6,47.9,273.2,3.69,0.38,201,3008
6.12,92.5,50.3,359.0,3.4,0.27,102,3013
6.82,61.4,49.0,247.6,2.49,0.58,301,2003
6.45,67.7,24.7,217.0,2.78,0.12,201,6004
8.0,16.8,10.2,182.7,0.97,0.66,402,7014
6.54,94.7,62.0,280.8,2.77,0.32,204,3017
7.79,25.8,25.1,238.1,2.24,0.5,301,1008
7.21,66.0,31.5,217.3,3.94,0.2,202,4001
6.79,54.9,21.5,258.1,2.59,0.15,203,5004
6.94,65.1,43.7,278.0,3.57,0.15,201,3003
7.48,23.8,10.6,159.2,1.52,0.79,101,7005
7.44,46.0,22.8,180.3,3.44,0.19,201,4010
7.31,38.6,24.1,197.2,2.02,0.41,204,1003
5.73,48.9,34.7,218.0,2.24,0.31,201,4005
6.06,93.1,57.4,258.3,3.73,0.29,204,3016
7.39,33.7,27.2,130.4,1.42,0.32,101,7007
6.64,45.3,26.9,194.5,2.43,0.22,203,5002
5.63,46.6,37.8,213.2,2.25,0.29,203,4002
7.13,28.1,18.4,184.9,1.29,0.4,204,1001
6.1,60.4,23.2,261.3,2.66,0.38,202,4005
6.89,62.0,37.3,339.7,3.79,0.19,201,3013
6.92,51.9,25.0,276.4,2.33,0.29,202,2002
7.73,89.5,50.0,246.3,3.19,0.37,306,2007
7.14,26.0,28.5,222.7,2.02,0.38,202,1011
6.86,45.6,19.9,217.2,1.7,1.08,202,1007
6.99,19.7,22.0,169.1,0.93,0.4,202,8003
7.19,98.6,58.3,345.6,3.78,0.13,204,3011
6.51,68.1,37.9,337.5,3.46,0.1,201,3017
6.5,32.1,29.1,178.4,1.3,0.9,202,8004
5.83,62.9,24.5,239.3,3.28,0.22,201,4012
6.33,42.2,40.9,267.6,3.84,0.25,203,5001
6.07,68.7,36.8,321.8,3.08,0.22,201,3002
6.08,48.7,33.6,231.7,3.34,0.16,202,6005
7.84,76.4,38.0,208.3,3.25,0.35,202,2007
6.98,83.0,36.9,329.5,2.92,0.44,204,3013
6.6,47.6,27.6,207.3,2.62,0.16,201,4010
7.35,18.8,21.3,152.7,1.31,0.92,101,7012
7.1,67.2,43.9,268.6,3.63,0.26,204,3003
6.91,65.0,38.3,212.2,3.86,0.16,201,4006
7.74,15.9,23.7,173.7,1.99,0.9,101,7003
6.83,26.3,23.6,183.0,1.98,0.88,202,8003
5.93,45.1,26.6,244.1,3.9,0.38,203,4007
7.81,28.4,14.4,181.1,0.87,0.49,402,7007
7.86,18.4,18.9,143.7,1.2,0.66,402,7011
6.7,82.5,47.4,371.5,3.7,0.43,204,3011
6.43,100.6,45.8,341.8,4.31,0.15,102,3011
6.29,40.3,43.7,272.5,3.99,0.38,202,4010
7.46,24.1,10.5,178.2,1.79,0.24,402,7012
7.21,77.0,27.8,264.1,3.22,0.5,202,2011
6.98,52.9,32.1,262.9,2.26,0.78,306,2004
6.81,29.6,20.5,152.9,1.23,0.98,202,8004
7.38,31.9,27.2,180.0,1.53,0.48,101,7002
6.85,79.3,24.7,204.4,2.2,0.16,203,4004
7.87,59.1,28.2,304.8,3.32,0.67,306,2003
6.33,92.2,62.7,241.8,3.43,0.31,204,3016
8.14,19.8,13.0,194.6,1.29,0.53,402,7001
7.04,16.2,20.2,176.6,1.98,0.32,402,7010
6.57,66.6,44.5,255.8,2.57,0.24,201,3015
7.31,43.6,29.4,286.7,3.6,0.17,203,4001
6.09,102.1,36.6,325.3,4.03,0.41,204,3015
5.23,57.7,32.7,281.1,3.29,0.14,202,4016
6.34,66.6,42.4,324.0,3.8,0.17,201,3009
6.45,64.2,36.4,258.7,3.06,0.19,201,4002
7.33,89.2,43.8,280.6,2.14,0.55,306,2001
6.89,43.0,18.6,197.9,1.48,0.48,301,1004
7.25,27.5,22.8,140.0,1.94,0.41,101,7007
5.51,61.1,26.1,298.6,3.97,0.38,201,5003
8.2,25.9,28.9,149.7,1.11,0.85,402,7009
5.64,57.7,30.8,254.5,2.69,0.24,202,4011
7.67,26.4,29.0,144.4,0.9,0.74,101,7014
7.76,27.1,17.3,163.4,1.47,0.87,402,7014
6.84,60.1,25.2,237.2,3.52,0.37,202,6003
5.94,66.6,42.2,300.0,3.15,0.3,202,4002
6.6,59.9,25.6,224.7,2.22,0.12,203,4007
7.07,37.8,15.5,161.3,1.96,0.72,204,1002
8.09,29.1,23.5,165.4,1.49,0.79,101,7008
8.03,18.3,25.7,157.2,1.53,0.99,101,7012
7.24,29.0,26.9,163.2,1.89,0.93,402,7005
8.24,36.8,11.5,188.0,1.74,0.94,402,7002
6.54,107.8,52.1,254.0,3.98,0.44,204,3011
6.42,57.8,35.0,225.3,3.04,0.25,201,6001
7.23,82.3,26.8,210.8,3.03,0.47,306,2007
7.07,52.7,26.1,200.6,3.25,0.17,201,4001
7.91,55.3,33.9,243.1,2.64,0.71,202,2011
7.3,39.5,29.7,149.9,1.7,0.75,402,7012
7.1,33.8,24.9,167.1,2.22,0.58,204,1010
7.71,43.3,21.0,199.2,1.75,0.77,301,1005
6.31,79.1,21.6,274.3,2.25,0.35,202,4010
7.48,55.7,29.5,298.6,2.48,0.39,202,4011
5.99,63.1,43.5,221.5,2.23,0.21,203,5001
6.08,45.1,32.5,262.4,3.18,0.27,202,6005
5.54,57.5,43.1,272.2,3.92,0.19,202,5002
7.52,33.6,27.8,148.7,1.61,0.66,101,7010
7.36,53.8,33.3,234.9,3.09,0.45,301,2009
7.75,53.5,24.1,162.2,1.61,1.11,204,1001
6.91,59.1,38.6,296.2,3.64,0.26,202,4001
6.98,63.7,42.6,291.4,3.41,0.68,202,2006
6.11,82.2,49.6,256.1,3.35,0.18,204,3001
7.65,61.6,28.3,234.8,2.5,0.64,301,2009
7.05,25.8,34.1,171.6,2.05,0.48,204,1007
7.58,32.0,27.7,190.3,1.26,1.08,202,1006
5.66,57.7,24.7,276.3,2.74,0.21,202,4009
7.49,42.2,33.8,222.4,2.18,0.76,202,1012
7.02,94.4,61.1,246.6,4.41,0.13,201,3015
6.89,105.3,53.8,333.9,3.64,0.3,102,3013
6.16,95.8,58.4,341.2,3.59,0.31,102,3010
6.55,107.8,37.8,371.3,3.42,0.28,201,3002
6.35,72.9,52.7,337.6,3.01,0.24,204,3009
6.25,66.6,46.3,297.4,3.41,0.3,204,3018
7.28,58.2,26.8,234.9,3.17,0.24,202,2004
7.15,88.6,42.5,337.2,4.14,0.49,201,3001
7.79,62.5,39.8,209.1,3.08,0.48,301,2002
7.88,35.3,25.4,137.1,1.64,0.71,402,7010
7.26,25.9,28.4,171.6,1.65,0.59,204,1010
7.34,34.9,19.4,150.2,1.78,0.93,402,7009
7.17,26.3,19.1,156.5,1.92,0.46,402,7005
6.84,50.0,23.1,190.1,1.4,0.5,301,1004
7.77,77.4,32.8,209.8,3.45,0.64,202,2011
6.96,65.2,21.2,267.7,2.97,0.24,201,6003
7.87,65.0,47.7,295.8,2.91,0.74,301,2004
7.26,24.4,22.1,180.0,1.0,0.57,402,7008
7.59,32.5,24.5,206.1,1.24,1.11,301,1007
6.48,53.6,23.5,205.2,2.94,0.14,202,4015
6.91,82.5,38.5,281.3,2.33,0.2,202,2001
6.18,77.3,56.9,340.0,2.57,0.13,201,3003
6.05,107.4,52.6,365.4,3.73,0.29,201,3017
7.47,61.0,23.8,253.0,2.71,0.2,201,5002
6.94,77.0,40.9,288.8,3.87,0.21,203,4005
8.15,18.4,25.3,150.9,1.87,0.55,402,7012
6.41,95.6,56.7,328.7,3.16,0.34,204,3001
6.88,66.0,23.8,253.2,2.31,0.34,202,4014
6.46,60.9,59.9,291.8,2.64,0.45,204,3002
7.12,63.2,57.5,338.7,3.8,0.12,201,3007
7.63,60.8,44.8,317.6,3.05,0.51,306,2003
7.56,20.3,21.0,188.9,1.87,0.62,101,7002
5.63,40.6,43.1,228.3,2.43,0.27,201,4003
6.83,63.5,55.9,324.7,4.24,0.17,204,3004
7.17,69.2,34.4,265.7,3.95,0.1,201,4010
6.2,80.1,44.6,322.1,2.89,0.33,204,3004
8.1,20.7,20.2,172.2,0.87,0.31,402,7006
6.54,65.1,36.4,260.2,2.39,0.11,202,6005
6.79,75.5,48.1,267.2,4.26,0.37,201,3007
6.29,61.1,36.9,244.5,2.79,0.45,201,3012
6.04,72.3,49.8,290.3,3.93,0.26,201,3018
6.19,90.0,35.1,265.8,3.76,0.19,201,3006
6.84,98.6,64.1,358.3,3.19,0.36,204,3002
6.02,80.3,63.5,354.0,2.92,0.45,204,3004
7.51,19.2,21.2,168.9,1.06,0.43,402,7010
6.51,34.1,26.7,182.3,1.94,0.57,204,1007
7.66,24.4,20.4,163.7,1.79,0.36,402,7004
7.24,69.0,41.0,276.5,2.26,0.5,202,2004
6.32,46.1,21.0,276.3,2.73,0.23,202,6001
7.08,27.0,21.7,129.1,1.16,0.79,402,7012
5.94,65.8,28.2,182.0,3.79,0.29,201,4002
7.21,50.4,21.9,187.9,1.31,0.3,204,1008
5.64,40.7,35.0,253.8,3.05,0.12,201,4004
7.61,34.8,32.4,210.5,1.51,1.13,204,1001
6.68,23.7,22.8,166.3,1.62,0.94,202,8001
6.92,33.9,25.1,217.2,1.87,0.41,204,1010
7.57,53.7,42.7,257.1,2.75,0.2,301,2003
6.45,54.4,24.5,272.0,3.81,0.34,202,5002
6.6,77.7,20.6,289.9,3.93,0.39,201,4015
7.04,43.6,26.8,272.6,3.02,0.35,201,4002
7.48,51.7,25.5,177.1,2.1,1.11,202,1002
7.29,24.1,13.3,124.0,1.13,0.86,402,7011
6.65,102.3,39.6,255.0,3.54,0.18,204,3001
6.06,96.1,48.2,271.1,3.0,0.16,102,3014
6.56,47.1,35.6,184.6,2.14,0.15,202,4013
6.5,61.0,20.6,276.2,2.85,0.26,202,4009
7.03,62.6,51.3,280.0,2.52,0.35,204,3004
7.35,31.1,23.5,187.3,1.01,0.29,202,8001
5.91,68.8,32.5,278.4,2.43,0.25,201,4012
7.81,65.9,42.5,208.9,3.44,0.58,202,2004
6.94,74.6,46.9,256.5,3.21,0.44,306,2011
7.89,79.4,32.3,212.3,2.79,0.41,202,2002
7.99,29.2,19.2,197.8,0.96,0.33,101,7011
7.18,71.3,34.2,239.4,3.86,0.33,203,4006
6.17,77.8,43.3,350.6,2.55,0.48,102,3016
7.28,16.7,22.1,185.5,1.83,0.86,402,7001
6.68,68.4,21.5,276.2,2.94,0.31,202,6004
5.59,76.8,34.0,192.3,2.31,0.31,203,4006
6.33,92.7,44.3,332.5,3.81,0.1,102,3013
8.25,36.4,12.5,156.6,1.33,0.77,101,7007
7.08,33.3,21.2,226.6,1.91,1.01,202,1002
6.95,31.8,20.1,206.8,1.96,0.72,204,1004
6.57,66.8,37.9,230.6,3.25,0.33,202,6003
6.61,49.3,29.4,183.8,1.85,0.37,202,1006
7.31,67.0,31.5,273.0,2.09,0.6,301,2001
7.3,23.8,18.1,126.9,1.53,0.48,402,7004
7.14,72.6,51.9,348.2,2.8,0.44,201,3009
7.03,102.0,41.3,365.6,4.49,0.49,201,3016
6.24,105.9,53.4,338.9,3.2,0.2,201,3004
7.32,16.6,21.2,137.7,1.7,0.56,402,7001
6.28,47.4,24.1,203.4,2.36,0.13,202,6005
6.72,52.2,42.4,253.0,3.8,0.25,203,4014
6.29,105.1,41.0,259.6,3.38,0.3,102,3002
7.66,31.2,32.4,184.3,2.07,0.81,204,1011
7.35,35.7,13.3,143.9,1.9,0.8,101,7013
6.19,75.8,40.1,289.7,3.43,0.29,201,4015
5.86,71.1,21.9,245.7,2.32,0.24,203,4002
7.42,31.7,16.9,128.1,1.65,0.99,202,8004
7.9,72.3,44.7,254.6,2.74,0.53,301,2008
6.86,53.4,20.5,269.9,2.46,0.4,202,6001
6.49,65.8,35.1,325.8,3.46,0.27,102,3004
8.23,35.7,12.0,158.5,1.58,0.67,101,7013
7.55,24.7,29.0,150.9,0.89,0.45,101,7002
5.84,42.5,40.6,265.3,2.59,0.35,201,4014
8.16,38.7,12.1,136.1,1.12,0.63,101,7007
6.14,52.1,24.9,269.5,3.03,0.24,202,6005
6.45,80.3,46.1,306.3,3.17,0.29,204,3002
7.46,37.8,28.2,184.6,1.29,1.05,204,1006
7.76,72.5,40.4,274.8,2.86,0.33,301,2001
7.95,56.4,34.0,275.5,2.77,0.55,301,2006
7.92,21.1,15.6,181.7,1.25,0.94,101,7005
8.05,24.4,26.6,158.6,1.09,0.54,402,7011
6.49,62.6,62.2,303.2,2.53,0.19,204,3004
6.97,71.0,43.8,268.0,3.12,0.19,201,3008
5.9,55.4,44.3,205.5,3.08,0.34,201,5003
6.8,37.7,23.9,226.6,1.94,1.0,202,1005
7.57,28.5,16.9,140.7,1.73,0.8,101,7001
6.37,76.9,57.6,335.0,2.92,0.43,201,3017
6.63,39.2,16.7,165.9,1.99,1.01,202,1010
6.25,67.7,64.7,240.6,4.05,0.44,204,3009
8.25,27.9,16.5,192.5,1.54,0.94,101,7013
6.92,59.3,25.2,260.6,2.73,0.23,201,6003
6.41,52.9,28.2,231.4,2.96,0.15,201,6004
6.0,55.7,21.3,250.7,3.59,0.18,201,6003
6.82,67.7,45.8,283.7,2.3,0.31,306,2003
7.27,75.8,44.0,290.7,2.52,0.54,301,2006
6.95,57.4,40.5,256.3,3.49,0.66,202,2010
7.22,32.8,34.6,192.8,1.82,0.72,202,1009
7.2,34.8,13.1,120.6,1.92,0.59,101,7009
7.33,16.1,20.9,134.9,1.54,0.81,202,8004
6.66,71.1,20.5,204.2,3.54,0.13,202,4004
6.56,61.0,42.9,265.1,2.83,0.19,204,3017
6.09,57.1,27.8,242.2,2.26,0.23,203,4008
6.69,34.2,19.6,190.7,1.93,0.51,202,8004
7.43,63.4,28.2,255.0,2.79,0.66,301,2004
6.16,58.8,34.4,199.9,3.6,0.13,202,4014
7.59,39.5,29.3,185.0,1.95,1.13,301,1001
6.4,107.4,47.0,295.7,3.91,0.35,102,3014
8.12,39.7,18.2,163.6,1.52,0.65,101,7003
