pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
6.25,3.52,0.14,202,6005,784.7,13.9,1,1,361
6.77,2.55,0.38,204,3018,468.5,21.6,1,1,1922
6.13,2.26,0.27,203,4003,586.1,15.4,1,1,3206
6.67,2.94,0.35,202,6005,987.1,15.0,0,1,347
7.6,2.71,0.65,202,2004,437.4,14.3,1,1,5454
6.52,2.27,0.48,201,3005,487.7,19.1,1,1,4844
7.17,2.79,0.39,102,3018,284.8,22.5,1,1,1993
6.69,1.29,1.14,204,1001,317.7,10.7,1,0,549
6.42,3.49,0.31,202,4001,718.6,13.0,1,1,3607
6.81,1.19,0.48,202,8004,273.8,10.1,0,1,904
7.67,1.24,0.76,402,7008,291.4,14.9,0,1,170
6.32,3.32,0.34,102,3015,394.3,26.0,1,1,2171
7.93,1.67,0.7,402,7001,402.3,11.5,1,1,175
6.54,1.68,0.84,204,1003,374.6,13.3,0,1,305
5.85,2.65,0.31,201,4004,795.1,15.9,1,1,3397
7.4,1.14,0.23,101,7003,434.9,15.9,0,1,178
6.43,2.77,0.11,102,3007,325.9,18.7,1,1,5512
7.82,1.14,0.97,101,7004,337.8,12.0,0,0,155
7.4,2.69,0.39,201,4006,861.1,13.4,0,1,3515
6.89,3.65,0.37,203,4009,685.5,14.8,1,1,3416
7.03,3.05,0.28,204,3017,426.3,24.1,1,0,1779
7.62,2.28,0.57,306,2006,485.4,21.5,1,1,4889
7.06,1.35,0.54,204,1010,377.1,10.4,1,1,657
8.08,1.62,0.73,402,7004,339.0,10.5,1,1,179
7.15,3.1,0.21,204,3007,274.8,22.8,1,1,5748
8.37,1.26,0.5,402,6002,398.3,20.8,0,1,151
7.31,2.02,0.45,301,1009,392.0,13.1,1,1,708
5.52,2.87,0.36,202,4003,864.5,12.6,1,1,3360
6.9,2.69,0.18,201,3018,333.5,19.0,1,0,1689
7.11,3.73,0.16,202,5001,865.7,18.2,1,1,3799
6.25,3.73,0.26,102,3018,349.0,20.6,1,1,2209
6.76,3.45,0.27,102,3007,282.6,24.2,1,1,5222
6.0,2.8,0.16,202,4002,655.5,14.2,0,1,3366
7.14,2.63,0.26,204,3014,357.8,20.5,1,1,2063
8.02,1.94,0.47,101,7007,321.1,11.3,1,1,180
6.08,2.58,0.13,201,6001,1037.1,11.5,0,1,348
8.25,1.61,0.6,101,7009,277.0,10.0,0,1,191
8.06,1.25,0.5,402,7011,264.4,13.4,0,1,171
6.34,3.68,0.18,102,3017,273.1,21.0,1,1,2051
7.41,2.83,0.14,202,4014,893.0,12.4,1,1,3544
6.96,2.01,0.4,202,1001,503.9,13.7,1,1,700
6.04,2.4,0.34,203,4008,623.7,13.4,1,1,3426
6.42,2.65,0.11,204,3010,296.0,24.8,1,1,1986
7.89,1.31,0.2,101,7010,431.7,14.1,0,1,181
6.78,1.31,0.84,202,8002,366.1,10.3,0,1,986
5.57,3.42,0.33,203,4002,882.8,13.7,1,1,3506
7.67,0.99,0.3,402,7011,371.4,11.3,1,1,172
7.99,1.62,0.51,402,7001,347.4,13.6,1,1,182
7.01,2.56,0.37,202,2008,462.1,21.3,1,1,5389
7.12,2.86,0.74,301,2005,483.3,14.8,1,1,5373
7.45,2.38,0.56,306,2006,525.9,14.1,1,1,5497
7.16,3.85,0.11,203,4015,816.6,13.2,0,1,3407
6.9,2.98,0.17,102,3010,359.5,21.3,1,1,2062
6.48,3.03,0.32,203,4014,506.4,13.3,1,1,3380
6.97,2.09,0.64,306,2003,414.5,20.1,1,1,5191
6.96,2.29,0.32,202,1009,390.5,10.3,0,1,319
6.86,3.19,0.38,202,6004,1133.3,12.1,1,1,327
6.42,2.18,0.19,201,4001,898.4,14.0,1,1,3076
7.79,1.48,0.98,101,7001,431.0,12.5,0,1,183
7.06,1.48,0.96,202,1001,323.1,13.5,1,1,645
6.69,2.92,0.28,203,4010,841.0,13.5,1,1,3567
6.25,2.69,0.45,201,3001,293.9,18.5,1,1,5491
6.12,2.23,0.26,202,6005,1063.3,12.0,0,1,310
6.23,2.85,0.23,204,3008,360.9,25.8,1,0,1853
7.91,2.95,0.53,202,2001,521.0,14.4,1,1,385
6.87,1.45,0.33,204,1003,449.6,11.9,0,1,296
6.59,1.24,0.45,301,1011,392.7,11.3,0,1,287
5.98,3.89,0.25,201,5002,616.5,20.5,1,1,3519
6.14,2.78,0.27,202,6005,1143.4,11.7,1,0,284
7.58,1.73,0.73,204,1005,530.0,12.9,0,1,311
6.5,3.42,0.32,202,4002,618.6,14.0,1,1,3634
7.03,3.14,0.73,301,2007,636.9,19.4,1,0,4518
7.11,1.91,0.32,101,7011,327.2,13.7,0,0,174
6.69,3.63,0.36,204,3006,302.4,21.2,1,1,5761
5.69,3.59,0.16,203,4007,746.2,12.3,0,1,3700
6.19,2.86,0.2,203,4010,726.6,14.3,1,1,3606
6.83,3.44,0.4,202,4013,653.6,12.3,1,1,3614
6.5,2.46,0.32,201,4007,832.8,15.6,1,1,3172
6.51,2.59,0.32,201,6005,984.2,11.0,1,1,346
6.81,4.17,0.43,102,3002,441.1,19.6,1,1,2252
5.83,2.87,0.11,203,5004,869.8,21.0,1,1,3482
7.08,1.65,0.88,301,1012,517.3,12.7,1,1,696
6.88,3.1,0.48,201,3010,441.5,24.4,1,0,1923
6.88,2.51,0.28,202,4006,776.2,15.9,1,1,3404
6.89,2.58,0.4,204,3008,495.9,19.3,1,1,2000
7.02,1.08,1.0,101,7014,403.6,14.2,0,1,178
6.82,3.57,0.47,102,3010,273.3,24.9,1,1,2041
6.7,3.11,0.26,202,4001,768.1,16.0,0,0,2926
6.39,3.61,0.25,201,5004,675.8,22.8,1,1,3435
7.23,1.14,0.85,402,7006,352.3,13.8,1,1,167
6.08,3.86,0.28,204,3002,316.3,22.1,1,1,2257
8.3,1.76,0.23,101,7010,257.4,10.3,1,1,178
6.66,2.67,0.33,201,6004,956.8,12.5,1,1,311
6.36,2.24,0.28,201,5001,676.9,22.3,1,1,3139
7.08,1.5,0.32,101,7004,280.6,14.0,0,1,178
7.82,2.19,0.79,301,2001,507.5,16.9,1,1,369
5.88,3.45,0.2,202,4011,550.3,13.4,1,0,2968
7.44,3.37,0.19,201,5001,718.7,20.3,1,1,3545
7.93,2.08,0.46,306,2001,544.9,14.5,1,1,375
6.75,2.71,0.31,202,6001,793.6,14.9,1,1,344
6.81,2.48,0.22,201,6004,993.1,11.0,1,1,334
7.31,2.66,0.39,301,2003,501.5,16.0,1,1,4943
6.47,2.58,0.25,202,4005,749.6,13.4,1,1,3478
6.03,2.95,0.22,201,6005,740.9,13.6,1,1,361
7.08,0.99,0.51,202,8001,285.0,10.1,1,0,821
7.35,3.71,0.14,201,4003,569.8,13.8,0,1,3488
7.56,1.62,0.64,301,1011,405.5,10.1,1,1,623
6.53,2.23,0.48,202,1004,410.7,12.9,1,1,679
7.86,1.95,0.62,101,7013,275.9,13.8,0,1,185
7.04,1.44,0.48,301,1007,418.5,10.9,1,1,657
7.43,1.72,0.47,402,7012,371.2,15.1,0,1,185
6.89,2.86,0.34,202,2003,575.6,19.9,1,0,4826
6.8,1.51,0.92,301,1010,517.7,11.6,1,1,614
6.3,4.41,0.26,204,3004,286.9,20.2,1,1,5964
7.08,1.07,0.99,101,7013,438.5,10.1,0,1,172
7.71,1.56,0.95,202,1003,366.4,12.8,0,1,311
6.56,3.61,0.11,204,3003,330.6,18.2,1,1,2140
6.35,3.05,0.15,201,3009,378.0,23.6,1,1,1935
6.4,1.71,0.15,102,3005,306.8,25.3,1,1,4993
6.6,3.25,0.35,204,3011,449.2,25.4,1,1,2161
7.17,1.37,0.42,402,7014,334.5,11.2,0,1,185
7.12,2.55,0.24,204,3016,380.4,24.2,1,1,1981
7.87,1.69,0.86,402,7009,314.7,11.0,1,0,166
6.17,2.22,0.28,202,4007,577.6,15.4,1,1,3327
7.2,2.32,0.31,202,5004,572.8,20.5,1,1,3352
7.76,2.14,0.28,306,2010,585.8,14.5,1,1,4945
7.06,1.37,0.91,202,8002,297.4,11.5,0,1,966
5.53,3.17,0.28,201,4014,576.8,14.7,1,1,3379
7.01,3.11,0.19,202,4013,651.4,12.8,0,1,3688
6.5,3.39,0.3,201,4008,564.4,16.0,1,1,3371
8.23,1.05,0.87,101,7011,441.2,13.5,1,0,144
7.46,0.83,0.53,402,7013,391.6,14.6,0,1,175
6.09,2.64,0.22,203,4012,580.9,14.4,0,1,3440
7.95,3.21,0.57,202,2001,657.3,16.5,1,1,397
6.2,2.08,0.28,201,4012,890.5,13.2,1,1,3432
7.01,1.86,0.51,202,1005,527.0,13.1,0,1,333
7.05,1.66,0.38,301,1012,534.9,10.3,0,1,292
6.81,1.38,0.78,202,8001,433.7,10.2,0,0,818
6.54,4.47,0.21,201,3009,424.5,23.9,1,0,2085
7.48,2.71,0.36,203,4013,517.7,15.7,1,0,3063
8.2,1.51,0.38,101,7009,251.0,12.1,1,1,174
6.45,2.67,0.27,201,4009,843.7,15.4,0,1,3359
7.01,3.16,0.2,102,3011,405.9,23.6,1,1,2132
6.22,3.78,0.24,201,3016,413.2,25.9,1,1,2236
8.01,1.52,0.67,402,7012,259.3,14.2,0,1,187
6.91,2.16,0.73,306,2005,488.7,19.6,1,1,4694
6.97,4.3,0.39,204,3016,322.8,20.9,1,1,2115
7.54,1.57,0.63,101,7012,305.6,12.0,0,1,177
7.44,1.39,0.45,402,7004,293.0,15.2,1,1,193
6.34,3.92,0.33,204,3010,261.1,24.1,1,0,1845
6.95,3.16,0.39,201,3007,339.4,19.6,1,0,5115
7.14,3.82,0.3,202,4003,888.1,14.1,1,1,3354
7.3,1.54,0.39,301,1005,534.9,12.6,0,1,304
6.18,2.7,0.48,102,3004,325.4,20.2,1,1,5204
7.67,1.8,1.0,204,1001,378.1,12.8,0,0,247
6.86,2.55,0.25,203,4013,867.5,12.6,1,1,3456
6.82,2.26,0.72,202,1006,526.5,13.4,0,1,304
7.29,0.92,0.59,402,7004,298.2,11.7,0,1,168
6.67,2.39,0.14,201,6005,1022.8,13.9,0,1,329
6.37,2.9,0.23,204,3013,488.9,18.1,1,1,1957
7.21,1.72,0.74,402,7002,418.1,11.0,0,1,179
7.38,1.44,1.07,204,1001,547.9,10.6,1,1,622
6.28,2.75,0.39,102,3012,396.9,21.8,1,1,1961
7.21,3.27,0.22,201,4003,665.2,16.0,0,1,3334
6.95,1.79,0.9,204,1010,323.5,10.2,0,1,305
6.98,2.13,0.27,306,2011,586.0,15.7,1,1,5457
6.95,2.04,0.25,301,2011,617.6,19.6,1,1,5141
5.09,3.5,0.34,201,4016,1663.0,12.4,1,1,3245
6.94,4.29,0.15,102,3017,293.2,26.0,1,1,2355
6.82,2.76,0.17,203,4006,515.5,12.2,1,1,3254
6.0,2.87,0.13,201,6005,751.5,11.9,1,0,290
7.67,1.25,0.92,202,1012,350.2,12.9,0,1,306
6.98,3.19,0.11,204,3004,294.0,23.5,1,1,5352
7.74,1.02,0.72,101,7011,381.9,13.8,0,1,179
6.51,3.61,0.41,102,3012,300.1,22.3,1,1,2086
7.99,2.06,0.61,306,2002,424.6,16.3,0,1,5035
7.45,1.2,0.36,402,7008,341.4,10.5,0,1,184
6.49,2.54,0.42,201,3016,356.9,20.9,1,1,2031
7.52,2.16,0.38,306,2007,607.3,16.0,1,1,5481
7.1,3.3,0.21,306,2010,671.1,18.7,1,1,5212
8.05,1.42,0.52,402,7013,291.5,13.5,1,1,178
6.29,2.94,0.14,102,3016,340.2,24.6,1,1,2010
7.01,2.62,0.68,306,2007,404.0,18.2,1,0,4681
6.27,4.06,0.48,204,3002,260.8,21.8,1,1,2286
7.54,2.36,0.64,306,2001,460.3,14.5,1,1,386
7.67,1.23,1.19,202,1011,425.2,13.0,0,1,281
6.09,3.07,0.16,201,4005,599.2,13.5,1,1,3296
7.18,4.43,0.35,102,3007,447.2,21.8,1,1,5987
6.73,2.66,0.49,201,3004,320.5,23.1,1,1,5388
5.78,2.3,0.26,202,4009,576.7,14.5,0,1,3296
7.74,2.56,0.49,301,2002,425.1,16.4,1,0,4681
6.14,4.39,0.2,201,3008,339.8,23.0,1,1,2282
7.23,1.72,0.93,202,1002,512.1,13.4,1,1,636
7.08,2.99,0.22,301,2007,641.0,17.0,1,1,5130
6.88,4.27,0.49,102,3002,257.7,18.3,1,1,2199
7.05,1.25,0.33,402,7005,275.9,14.7,0,1,174
6.31,3.54,0.27,201,3018,306.0,24.8,1,1,2157
6.83,2.89,0.8,301,2004,441.4,15.7,1,1,5305
6.97,1.25,1.01,202,1004,482.1,13.1,0,1,293
7.06,2.04,0.63,202,2001,483.6,18.4,1,1,382
7.3,3.98,0.36,201,5004,859.3,22.4,1,1,3407
7.79,1.66,0.36,202,1004,492.4,11.5,0,1,320
6.82,1.96,0.76,202,8003,410.0,12.9,1,1,1039
6.98,2.58,0.5,202,2003,685.1,16.3,1,1,4969
6.95,3.1,0.4,102,3010,310.3,25.1,1,1,2097
5.92,3.01,0.29,203,4012,589.5,14.4,1,1,3587
6.78,2.18,0.76,204,1001,347.3,13.6,0,1,317
6.24,3.95,0.49,201,3004,419.2,25.8,1,1,5462
8.29,0.87,0.77,101,7012,387.0,11.1,0,1,170
6.72,1.9,0.34,202,8004,286.6,15.3,1,1,987
6.04,2.52,0.29,102,3013,496.2,22.1,1,1,1958
7.17,3.38,0.37,201,4014,755.0,13.6,1,1,3401
6.34,2.51,0.49,201,3006,370.1,18.2,1,1,5280
6.46,3.68,0.36,204,3010,450.4,25.8,1,1,2133
6.41,2.46,0.4,203,4009,869.8,13.1,0,1,3448
6.33,2.74,0.44,204,3015,322.4,23.4,1,0,1647
7.19,3.3,0.26,301,2007,664.1,19.6,1,1,5534
7.15,0.89,0.86,202,8001,345.8,15.4,0,1,894
7.26,1.52,0.25,402,7001,251.3,14.2,0,1,179
7.53,1.15,0.25,402,7006,390.8,15.8,0,1,185
7.38,0.87,0.68,402,7011,408.2,14.5,0,1,184
4.78,2.45,0.34,201,4016,1310.0,15.6,1,1,3160
6.33,2.09,0.22,201,4014,756.7,15.6,1,1,3155
6.94,3.66,0.2,203,4012,727.7,12.7,1,1,3503
6.36,3.93,0.34,201,4008,654.0,13.5,1,1,3356
6.62,3.95,0.39,204,3010,386.5,18.3,1,1,2143
6.64,2.1,0.8,301,1002,377.5,13.1,0,1,302
6.51,3.32,0.39,201,3010,481.9,22.3,1,1,2151
6.51,3.87,0.45,102,3003,400.0,22.4,1,1,2192
7.34,1.95,1.06,301,1003,384.4,11.7,0,1,288
6.06,4.04,0.21,204,3013,386.2,21.5,1,1,2158
6.43,3.81,0.2,204,3009,460.1,20.4,1,1,2303
7.52,1.23,0.26,402,7005,356.9,13.0,0,1,180
6.17,4.07,0.24,102,3014,441.0,20.0,1,1,2273
7.06,3.08,0.46,201,3018,458.4,22.9,1,1,1976
7.35,1.05,0.52,402,7007,260.1,11.4,0,1,167
6.67,4.08,0.28,204,3014,298.8,20.0,1,1,2106
7.74,1.73,0.46,301,1001,362.3,10.9,1,1,689
7.89,1.31,0.27,402,6002,282.4,23.3,0,1,147
6.1,3.03,0.24,102,3006,326.3,21.4,1,1,5776
7.36,1.64,0.54,101,7002,368.3,10.9,1,1,193
7.0,3.45,0.25,204,3012,465.4,21.3,1,1,2115
7.22,2.27,0.26,301,2009,461.4,17.5,1,1,5484
7.28,1.0,0.65,202,8003,354.0,11.4,0,1,926
6.48,2.24,0.14,203,4008,619.0,14.6,0,1,3506
7.27,1.95,0.39,301,1009,341.6,12.9,0,1,298
6.06,3.73,0.15,202,4003,727.9,16.0,1,1,3787
7.28,3.05,0.32,306,2006,425.6,19.9,1,1,5683
6.24,3.22,0.16,102,3018,488.2,22.1,1,1,2210
6.88,3.43,0.4,201,3013,366.4,22.8,1,1,2198
5.81,3.88,0.27,201,4002,838.9,13.5,1,1,3375
7.24,2.75,0.29,301,2002,437.1,16.2,1,1,5390
7.19,1.6,0.89,202,1007,352.3,10.4,0,1,295
7.64,2.2,0.79,301,2003,415.1,17.3,1,1,5159
6.99,1.72,0.4,202,8002,283.0,13.8,0,1,1009
7.64,1.79,0.93,202,1001,515.8,11.4,1,1,640
6.9,0.87,0.73,202,8001,441.9,12.4,0,1,963
6.52,1.91,0.65,202,8004,446.8,10.2,0,1,936
6.11,3.83,0.15,202,4007,524.3,15.3,0,0,3110
5.72,2.6,0.21,201,5004,646.2,20.7,0,1,3370
7.71,1.61,0.58,402,6002,213.6,21.8,0,1,138
7.49,1.57,0.22,101,7006,363.1,13.4,1,1,181
7.74,2.37,0.76,202,2005,413.1,19.5,1,1,5014
7.12,2.81,0.24,202,2002,581.2,21.9,1,0,5069
7.59,2.16,0.32,306,2006,494.2,14.0,0,1,5183
7.83,1.49,0.23,402,7010,376.6,11.0,0,1,191
7.48,2.69,0.14,201,5001,602.8,18.1,0,0,2848
7.19,2.82,0.21,203,4012,790.1,14.6,1,1,3510
8.27,1.19,0.36,101,7014,299.7,12.4,0,1,189
6.53,3.7,0.21,201,4007,832.9,15.3,1,0,3034
6.27,2.98,0.37,202,4014,609.8,15.2,0,1,3208
8.15,1.75,0.68,402,7013,295.7,10.2,0,1,181
7.35,1.37,1.11,301,1006,360.2,13.3,0,1,301
7.13,2.41,0.66,306,2011,526.5,18.2,1,1,4807
8.17,1.73,0.37,402,7011,266.8,10.3,0,1,199
7.75,1.65,0.69,204,1012,314.6,10.6,0,0,265
6.73,1.77,0.55,204,1004,358.1,11.8,0,1,326
7.04,3.04,0.3,201,4001,613.3,16.0,0,1,3389
7.05,1.88,0.23,402,7008,412.5,11.6,1,1,187
7.96,1.37,0.55,101,7002,317.5,14.4,1,1,169
7.13,1.65,0.54,202,8001,433.6,13.5,0,1,1001
6.44,2.77,0.28,204,3013,491.0,20.0,1,0,1815
7.46,2.29,0.74,301,1004,364.6,11.2,0,1,319
6.29,4.23,0.47,201,3012,289.0,19.1,1,1,2081
7.0,1.84,0.27,402,7008,423.2,11.9,0,0,176
6.11,4.13,0.15,201,3006,397.6,18.8,1,1,5751
6.48,2.9,0.33,201,6005,1024.2,12.5,0,1,350
7.2,3.62,0.19,204,3013,488.4,23.1,1,1,2041
6.6,3.61,0.16,202,5004,870.8,22.7,0,1,3762
6.88,2.57,0.4,102,3016,429.5,25.8,1,1,2038
7.81,3.09,0.61,301,2006,426.3,14.4,0,1,5288
6.49,2.38,0.32,202,4014,757.4,12.7,0,1,3386
6.97,1.54,0.72,204,1009,303.0,10.1,0,1,318
7.35,3.32,0.16,201,4005,817.7,14.1,0,1,3604
7.55,1.21,0.51,301,1005,416.9,11.3,0,1,311
6.42,4.36,0.44,201,3008,470.4,23.2,1,0,1913
7.89,1.1,0.55,101,7001,376.7,12.3,0,1,177
5.63,2.49,0.18,203,4011,568.3,14.1,1,1,3510
6.15,2.34,0.3,202,5003,623.1,19.6,0,1,3450
6.03,3.46,0.32,204,3007,421.9,24.2,1,1,5229
7.34,2.86,0.49,301,2003,667.4,14.7,1,1,5029
6.23,3.19,0.17,204,3018,491.3,23.9,1,1,1961
6.36,3.51,0.31,201,3018,343.1,21.9,1,1,2241
6.37,3.7,0.2,204,3015,452.6,22.7,1,1,2206
6.11,2.96,0.32,201,4002,644.1,14.6,0,1,3573
7.34,1.13,0.6,402,7013,262.5,13.8,0,1,166
8.09,1.66,0.77,101,7003,300.5,15.1,1,1,174
7.06,1.95,0.84,101,7005,366.7,15.1,0,1,173
7.19,1.45,0.79,301,1011,428.0,10.8,0,1,315
7.65,1.5,0.63,202,1010,353.5,13.7,1,1,636
7.1,2.33,0.25,202,4004,844.3,12.0,1,1,3430
6.95,4.07,0.11,201,3014,485.8,25.2,1,1,2316
5.63,3.87,0.39,202,4002,717.7,12.1,1,1,3657
7.35,3.98,0.11,202,4014,603.9,14.6,1,1,3834
7.11,1.43,0.91,204,1011,389.6,10.2,1,1,627
6.97,2.75,0.29,201,6005,1121.7,11.0,0,1,344
6.82,2.61,0.31,201,5003,825.2,19.7,1,1,3100
7.33,2.57,0.36,201,4008,839.4,12.3,1,1,3413
6.33,2.61,0.33,202,6004,1028.8,13.9,1,1,347
7.5,3.6,0.4,203,4007,761.4,15.1,0,1,3639
6.98,3.25,0.31,203,4006,686.8,15.3,0,1,3585
7.4,1.17,0.88,202,8001,344.1,13.5,0,1,904
6.4,4.21,0.15,102,3012,332.8,23.9,1,1,2195
6.8,0.99,0.29,202,8004,287.5,10.7,0,1,1026
6.58,3.55,0.15,203,4009,770.1,15.8,0,1,3550
6.2,2.41,0.38,202,6003,807.9,11.2,0,1,306
6.59,3.87,0.12,202,5001,762.1,22.6,1,1,3398
8.26,1.38,0.78,402,7001,355.8,13.5,0,1,165
7.03,1.29,0.32,101,7014,354.1,12.4,1,1,179
7.16,4.31,0.2,102,3009,343.4,26.0,1,1,2192
7.25,3.29,0.28,301,2002,525.8,19.7,1,1,5611
6.52,2.46,0.29,201,6001,1031.6,12.0,1,1,330
8.42,1.07,0.21,402,6002,228.7,20.5,0,1,153
6.16,2.71,0.39,204,3006,361.1,19.6,1,1,5020
7.42,1.63,0.67,101,7008,384.9,11.8,0,1,189
7.12,2.73,0.3,203,5002,884.6,20.1,1,1,3334
6.51,2.5,0.31,202,6005,725.4,11.5,0,1,340
5.52,3.68,0.12,201,4011,692.1,12.6,1,1,3528
7.47,1.65,0.72,101,7011,317.9,13.0,0,1,188
7.3,1.08,0.64,402,7012,365.5,13.1,0,1,165
6.54,1.73,0.86,204,1006,490.8,13.2,0,1,291
6.29,3.46,0.39,204,3011,322.8,20.7,1,1,2213
6.71,1.19,0.33,202,8004,289.4,14.7,0,1,1005
6.48,1.99,0.21,204,3005,341.7,18.1,1,1,4906
7.58,1.5,0.95,402,7002,404.9,10.1,0,1,169
6.52,1.8,0.9,202,1001,443.4,11.3,1,1,636
7.14,1.61,1.02,301,1006,408.4,11.0,1,1,609
7.74,1.62,0.59,402,7005,342.4,13.7,0,1,184
7.13,3.59,0.22,202,5003,619.6,18.4,1,1,3329
7.07,2.38,0.23,203,4004,532.7,15.0,1,1,3293
7.16,1.71,0.58,101,7012,412.4,13.5,1,1,192
6.79,1.61,0.33,301,1006,320.6,13.3,0,1,294
7.0,2.42,0.34,202,6004,720.2,11.3,0,1,307
5.99,2.02,0.15,201,4006,847.5,15.9,0,1,3170
5.98,2.64,0.14,203,5004,682.8,20.3,1,1,3570
7.3,1.32,0.33,402,7004,435.4,11.7,0,1,180
7.39,2.6,0.15,203,4010,624.0,14.5,1,1,3296
6.28,2.19,0.28,204,3005,398.6,22.0,1,1,5413
6.8,3.47,0.33,202,4005,638.7,14.4,0,1,3328
6.87,3.49,0.22,204,3016,300.4,18.2,1,1,2057
7.04,3.22,0.26,203,4003,530.0,15.7,1,1,3592
8.28,1.82,0.85,101,7005,390.9,12.0,1,1,172
6.54,3.08,0.18,202,6005,1016.8,11.0,1,1,326
7.03,3.78,0.21,201,4012,689.7,14.1,0,1,3668
6.55,4.36,0.41,102,3012,257.1,22.4,1,1,2115
5.71,2.97,0.38,203,4003,845.6,14.8,0,1,3274
6.19,1.98,0.36,102,3005,317.9,20.1,1,1,4947
6.18,3.36,0.15,202,6005,905.5,13.0,1,1,334
5.15,2.05,0.12,203,4016,1474.7,12.9,1,1,3302
7.49,2.41,0.58,306,2005,427.6,18.0,1,0,4820
6.07,2.95,0.32,102,3002,322.4,21.4,1,1,1997
7.56,2.97,0.6,306,2008,528.4,15.4,0,1,4967
7.57,3.26,0.26,306,2006,485.2,21.4,0,1,5349
7.14,1.17,0.23,402,7012,319.8,15.4,0,1,172
6.77,2.51,0.23,201,3009,257.4,25.3,1,1,1892
7.32,2.31,0.69,202,2005,483.0,19.6,1,1,4903
7.43,1.7,0.38,202,8001,301.6,14.8,0,1,962
6.15,3.43,0.37,102,3010,373.5,24.3,1,1,2114
6.83,3.1,0.26,202,4002,807.4,12.5,1,1,3261
7.1,4.49,0.49,204,3011,307.5,20.1,1,1,2234
7.03,3.24,0.22,201,4014,724.4,12.6,1,1,3436
7.49,1.28,0.91,202,1010,317.6,11.1,0,1,276
7.8,1.44,0.58,101,7004,395.5,15.2,0,1,184
7.63,1.64,0.33,301,1009,473.2,11.5,0,1,316
7.71,1.3,0.68,101,7013,308.5,14.2,0,1,179
6.02,2.75,0.42,204,3003,306.5,25.3,1,1,1967
5.98,2.88,0.15,203,4006,685.5,14.7,0,1,3397
7.79,2.14,1.17,204,1001,395.0,13.0,0,1,291
7.45,1.89,1.02,204,1010,364.4,12.1,0,1,288
7.69,3.08,0.73,306,2006,512.1,20.1,1,1,5563
6.76,2.18,0.15,201,5001,682.2,20.2,0,1,3378
7.36,2.21,0.89,202,1006,329.8,10.8,0,0,272
6.65,2.8,0.28,201,6005,1017.5,14.4,1,1,328
6.21,3.67,0.42,204,3015,367.3,18.3,1,1,2033
8.25,1.07,0.37,101,7001,367.7,10.8,0,1,183
7.87,1.87,0.44,402,7012,430.5,15.5,0,1,178
5.83,3.85,0.24,203,5004,664.7,20.6,0,0,3253
6.04,2.98,0.31,102,3006,298.0,20.1,1,1,5615
7.0,2.35,0.4,201,3005,316.6,24.8,1,1,5025
7.47,1.89,0.86,202,8001,322.5,11.7,1,1,1020
7.06,1.96,0.86,301,1010,341.9,10.3,0,1,305
6.41,3.29,0.33,202,4012,607.7,15.2,1,1,3287
5.78,3.18,0.18,203,5004,635.2,19.9,0,1,3700
7.27,3.5,0.25,306,2007,609.1,17.1,1,1,5585
6.37,3.62,0.43,204,3012,305.1,23.1,1,1,2112
7.57,3.19,0.27,306,2010,515.8,15.6,1,1,5866
6.49,3.59,0.24,102,3014,353.4,18.2,1,1,2248
6.21,2.59,0.33,201,6005,1177.5,13.5,1,1,326
6.62,2.85,0.12,201,3012,446.8,18.5,1,1,1954
6.72,3.37,0.2,203,5001,689.6,19.8,1,1,3634
6.28,3.07,0.29,201,3011,407.5,22.8,1,0,1703
7.75,2.15,0.85,301,1005,367.5,12.2,1,1,667
7.25,1.64,0.46,301,1010,400.2,11.9,0,1,288
7.85,2.97,0.64,306,2009,458.1,17.8,1,0,4417
8.24,1.57,0.61,101,7004,435.5,12.1,0,1,191
7.63,2.94,0.75,301,2008,475.7,18.4,1,1,4900
6.9,1.93,0.96,204,1001,374.4,13.3,0,1,300
7.42,2.89,0.22,202,4014,729.2,12.5,0,0,2922
7.56,2.3,0.5,306,2003,418.2,15.6,1,0,4671
7.11,1.49,0.85,101,7014,255.6,10.5,0,1,175
6.04,2.62,0.13,202,6003,1052.8,11.0,0,1,353
6.19,2.29,0.15,202,6001,1141.9,13.5,0,1,343
6.55,3.6,0.11,201,5002,654.5,18.7,0,1,3334
7.2,2.32,0.4,306,2009,619.5,18.0,1,1,5388
7.69,1.85,0.39,204,1006,351.7,13.1,0,1,318
7.32,1.13,0.43,101,7007,367.1,12.2,0,1,185
7.58,1.52,0.49,204,1012,308.8,10.3,1,1,717
5.35,3.69,0.36,202,4016,1644.3,13.7,1,1,3338
6.96,2.75,0.28,204,3004,350.8,22.0,1,1,5439
7.08,2.9,0.55,306,2003,551.2,15.6,1,1,5328
6.09,3.08,0.27,203,4004,627.5,12.5,0,0,2873
7.05,3.35,0.27,201,4013,875.3,13.5,0,1,3509
7.09,4.2,0.29,204,3006,250.5,18.9,1,1,5485
7.24,0.9,0.3,202,8004,334.8,14.5,1,1,924
7.55,1.24,0.96,402,7014,272.7,12.0,0,1,169
6.94,2.8,0.2,102,3016,439.7,19.5,1,1,2095
8.26,1.79,0.97,101,7006,314.3,14.5,0,1,185
6.73,3.79,0.42,102,3017,369.5,20.9,1,1,2103
7.18,3.24,0.22,201,4002,679.4,15.4,1,1,3424
